"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,4,1,5,1,3,4
"2",4,1,2,1,2,3,3,2
"3",2,3,5,5,5,4,2,3
"4",1,1,3,5,3,2,1,3
"5",1,2,3,1,2,4,2,5
"6",5,3,1,4,5,3,4,4
"7",5,1,3,3,5,5,2,2
"8",3,5,3,3,5,2,4,5
"9",2,1,1,3,1,2,4,1
"10",4,4,5,1,4,5,4,4
"11",5,3,2,1,3,2,1,5
"12",1,4,1,3,3,2,3,4
"13",4,4,1,5,2,3,1,2
"14",3,1,1,2,4,4,5,5
"15",2,2,5,2,2,2,5,2
"16",1,3,5,4,3,1,4,5
"17",1,3,4,2,1,5,1,2
"18",1,5,2,2,5,3,3,3
"19",5,4,4,2,2,2,2,4
"20",5,5,2,2,1,4,4,3
"21",1,2,2,4,4,4,4,2
"22",4,3,4,3,3,4,5,1
"23",5,2,3,4,2,5,5,4
"24",2,3,1,5,2,5,3,5
"25",3,5,1,1,3,5,2,1
"26",3,1,4,5,3,5,4,3
"27",3,4,5,4,1,4,3,1
"28",2,4,2,3,4,5,1,3
"29",2,5,3,4,2,1,2,1
"30",2,5,4,5,1,3,5,4
"31",4,5,4,4,4,4,1,5
"32",3,2,2,4,1,1,1,4
"33",4,4,2,5,5,1,5,2
"34",3,3,3,1,1,1,5,3
"35",1,4,3,1,4,3,5,1
"36",4,2,1,2,4,1,2,3
"37",3,2,5,2,5,3,1,1
"38",5,5,5,3,3,1,3,2
"39",5,2,4,5,4,2,3,1
"40",4,1,5,3,1,3,2,5
