"","V1","V2","V3","V4","V5","V6"
"1",6,1,5,3,6,5
"2",2,5,3,2,1,4
"3",1,5,2,1,6,3
"4",4,1,1,5,2,3
"5",3,5,2,6,3,4
"6",2,2,3,4,2,6
"7",1,2,2,4,6,2
"8",2,2,1,2,4,1
"9",6,4,3,4,5,1
"10",3,6,4,2,6,1
"11",4,6,4,1,3,5
"12",6,3,1,5,3,2
"13",5,6,1,3,5,2
"14",1,3,5,4,1,3
"15",5,5,3,5,6,5
"16",5,1,6,4,3,1
"17",1,3,4,5,4,5
"18",1,5,3,6,2,1
"19",4,6,2,5,4,3
"20",6,2,2,1,1,4
"21",5,2,4,6,1,2
"22",1,4,1,3,3,4
"23",5,4,4,1,2,1
"24",4,3,1,2,6,6
"25",6,6,5,6,2,4
"26",5,1,2,6,4,6
"27",3,6,1,4,1,5
"28",2,3,4,3,2,3
"29",6,5,4,4,4,6
"30",1,6,5,3,5,6
"31",2,6,6,5,3,2
"32",3,1,2,3,1,1
"33",2,4,5,1,4,2
"34",3,4,6,4,6,4
"35",2,4,1,6,5,5
"36",4,2,3,3,4,5
"37",4,4,6,5,1,6
"38",6,3,3,2,3,3
"39",4,3,5,6,6,1
"40",4,5,5,3,1,2
"41",3,1,3,1,5,2
"42",6,5,6,2,4,3
"43",5,4,2,2,2,6
"44",3,2,5,1,3,6
"45",2,1,4,5,5,4
"46",3,2,6,6,5,3
"47",5,3,6,1,5,4
"48",1,1,6,2,2,5
