"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1,2,2,3,3,3
"2",1,3,2,3,1,2,3
"3",2,1,2,1,2,1,3
"4",1,3,3,1,3,1,2
"5",2,3,3,1,1,3,3
"6",1,2,3,3,2,3,1
"7",3,1,1,3,1,3,2
"8",1,1,1,1,1,2,1
"9",3,3,3,2,1,2,1
"10",1,3,1,2,2,3,2
"11",3,1,3,1,2,3,2
"12",3,1,2,2,3,1,1
"13",3,3,1,1,3,2,3
"14",2,2,2,2,2,2,2
"15",1,2,1,3,3,2,3
"16",3,3,2,3,3,3,2
"17",2,2,2,2,2,2,2
"18",2,2,1,1,3,3,1
"19",2,2,1,2,1,1,3
"20",2,1,3,3,3,2,1
"21",3,2,2,1,1,1,1
"22",3,2,3,3,2,1,3
"23",1,1,3,2,1,1,2
"24",2,3,1,3,2,1,1
