"","V1","V2","V3","V4","V5"
"1",2,5,2,1,1
"2",1,4,4,6,5
"3",2,3,5,2,2
"4",4,6,2,2,5
"5",5,2,5,5,2
"6",4,2,1,4,1
"7",5,4,6,2,1
"8",6,5,5,2,5
"9",6,2,3,1,2
"10",3,1,4,2,1
"11",5,2,2,4,5
"12",3,5,6,3,3
"13",2,2,5,6,3
"14",2,6,6,4,4
"15",4,3,4,3,3
"16",6,3,6,6,4
"17",6,1,5,3,6
"18",2,1,2,3,4
"19",3,2,6,1,5
"20",3,6,3,4,6
"21",4,1,3,6,4
"22",5,5,1,6,6
"23",5,5,4,4,2
"24",1,4,5,1,4
"25",1,3,3,5,1
"26",6,3,1,4,4
"27",5,6,4,1,4
"28",4,6,5,6,1
"29",4,3,3,1,6
"30",1,6,1,3,2
"31",3,4,1,1,3
"32",3,1,4,5,5
"33",1,2,2,2,6
"34",2,5,4,3,6
"35",1,5,3,5,3
"36",1,1,6,4,2
"37",4,4,6,5,6
"38",5,1,1,2,3
"39",6,4,3,3,1
"40",6,6,2,5,3
"41",2,3,1,5,5
"42",3,4,2,6,2
