"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,2,4,4,4,5,5,2,5,4
"2",1,1,5,3,3,5,4,2,4,2,5
"3",3,5,2,5,3,3,2,2,5,1,2
"4",2,5,1,5,1,4,4,3,4,3,4
"5",2,1,3,1,5,4,2,2,4,5,2
"6",1,3,4,2,5,3,4,2,2,1,1
"7",5,1,2,3,1,1,3,2,4,5,3
"8",3,4,1,2,5,5,5,3,5,5,3
"9",4,3,2,3,5,1,1,4,1,3,2
"10",2,3,3,2,2,2,5,1,5,4,5
"11",2,5,5,3,2,4,1,5,3,1,2
"12",4,5,2,1,2,5,3,2,2,4,1
"13",3,4,4,1,1,2,4,4,4,1,4
"14",4,3,5,5,2,3,3,4,5,5,5
"15",1,1,4,5,2,3,1,1,1,3,3
"16",2,1,2,3,2,2,5,3,1,3,1
"17",1,4,3,5,1,2,2,3,2,5,2
"18",1,5,3,3,5,1,3,5,5,3,5
"19",4,5,5,4,2,1,5,2,2,2,3
"20",5,3,1,5,5,2,4,2,1,4,4
"21",4,1,1,2,4,3,4,5,5,2,2
"22",4,2,2,4,5,4,1,3,3,1,5
"23",3,2,1,1,1,3,1,2,3,4,4
"24",4,4,4,3,3,4,2,1,1,5,5
"25",3,2,5,2,1,4,4,5,1,4,2
"26",1,2,4,2,3,1,1,4,3,5,4
"27",4,1,5,1,4,2,2,5,2,3,3
"28",3,4,3,5,4,5,3,4,1,2,1
"29",3,2,4,4,4,1,3,1,5,4,1
"30",3,4,5,4,5,5,2,1,3,3,4
"31",5,5,4,3,4,3,5,4,3,5,1
"32",5,5,3,2,4,2,1,1,4,2,4
"33",2,2,4,5,5,2,5,4,4,2,3
"34",5,2,4,4,1,5,1,3,5,3,2
"35",5,4,2,2,1,3,2,5,2,2,5
"36",3,1,1,4,2,1,3,4,2,1,5
"37",2,4,1,4,3,2,1,5,4,4,1
"38",5,2,3,1,3,4,5,3,1,1,4
"39",1,3,2,1,2,5,2,4,5,2,3
"40",5,3,5,2,3,1,2,3,4,1,1
"41",2,2,1,3,4,5,3,1,2,1,3
"42",4,3,3,4,1,4,5,1,3,2,1
"43",2,5,5,1,4,3,3,3,1,4,5
"44",1,4,1,1,3,1,4,1,3,3,2
"45",5,1,3,5,3,5,4,5,3,4,3
