"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,2,2,4,4,2,4,1,2,1,2,2,2
"2",1,4,2,3,4,1,3,2,1,3,3,3,4
"3",1,1,3,3,3,3,4,3,4,2,4,3,1
"4",2,4,4,4,1,2,2,4,2,1,4,2,3
"5",1,1,4,1,2,1,2,1,3,2,3,1,2
"6",2,3,4,2,4,3,3,4,2,4,1,1,1
"7",4,4,3,2,4,3,1,2,4,3,4,1,3
"8",2,1,2,1,4,4,2,3,3,1,2,3,4
"9",3,2,3,1,2,2,4,3,1,4,4,2,4
"10",4,2,3,2,3,1,1,4,1,2,1,4,3
"11",4,1,4,3,1,4,2,2,1,4,2,3,2
"12",3,3,1,3,2,4,1,3,1,1,3,1,1
"13",3,3,4,4,3,4,3,1,3,2,3,4,4
"14",3,3,3,1,1,1,3,2,4,1,1,3,1
"15",1,4,1,2,2,4,4,2,2,2,1,2,3
"16",3,1,1,4,3,1,3,4,4,3,2,1,3
"17",2,2,2,3,1,3,1,1,4,3,1,2,4
"18",1,4,2,4,2,2,1,3,3,4,2,4,2
"19",2,2,1,2,3,2,2,1,2,4,4,4,1
"20",4,3,1,1,1,3,4,4,3,3,3,4,2
