"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,4,6,2,3,5,5,1,2
"2",4,6,3,2,3,5,1,6,1,3
"3",3,6,6,3,5,3,6,1,4,3
"4",1,2,6,5,3,1,2,3,5,3
"5",2,3,1,5,4,5,3,1,2,1
"6",4,6,1,5,4,1,4,5,3,6
"7",2,5,5,1,2,6,4,4,3,1
"8",5,5,4,6,3,6,5,2,6,5
"9",6,2,3,1,4,1,6,4,2,4
"10",6,4,6,6,6,4,1,4,3,4
"11",1,4,2,4,1,4,6,6,5,4
"12",4,1,2,2,6,5,5,3,5,2
"13",2,1,3,4,5,6,2,5,4,6
"14",6,5,2,4,1,2,2,2,4,2
"15",1,4,4,2,6,2,3,2,1,5
"16",5,3,5,3,5,2,3,6,6,1
"17",3,3,1,1,2,3,1,3,6,5
"18",5,2,5,3,1,4,4,1,2,6
