"","V1","V2","V3"
"1",3,2,4
"2",1,1,2
"3",3,4,4
"4",1,5,3
"5",4,1,1
"6",1,4,5
"7",5,5,3
"8",3,2,2
"9",4,3,2
"10",5,1,4
"11",4,5,5
"12",2,2,3
"13",2,1,5
"14",5,4,1
"15",1,3,1
"16",2,3,4
"17",3,4,2
"18",4,2,3
"19",2,5,1
"20",5,3,5
