"","V1","V2","V3","V4","V5","V6"
"1",1,1,2,3,1,2
"2",1,3,2,2,1,3
"3",3,2,2,3,3,3
"4",3,1,1,2,1,3
"5",3,3,1,2,3,1
"6",3,3,1,3,1,3
"7",2,3,1,2,2,2
"8",2,2,2,2,2,2
"9",3,1,2,3,1,1
"10",3,2,3,2,1,2
"11",3,2,3,1,1,1
"12",2,2,2,1,1,3
"13",1,3,1,1,2,3
"14",2,1,1,3,3,3
"15",1,1,3,1,3,1
"16",2,3,3,2,3,3
"17",2,2,3,3,3,1
"18",1,1,1,2,2,1
"19",2,2,2,2,2,2
"20",2,1,3,1,1,3
"21",1,1,2,1,3,3
"22",1,2,1,2,3,3
"23",3,1,3,2,2,3
"24",1,2,3,2,3,2
"25",2,1,1,3,2,1
"26",1,2,3,3,1,3
"27",2,1,3,2,2,2
"28",2,3,2,3,2,3
"29",3,1,2,1,2,1
"30",2,3,3,3,1,2
"31",2,3,1,1,1,1
"32",3,1,1,1,3,2
"33",1,1,1,1,1,2
"34",3,3,3,3,2,1
"35",2,2,1,1,3,1
"36",3,2,2,2,3,1
"37",3,3,3,1,3,3
"38",1,1,3,3,2,3
"39",1,3,2,3,3,1
"40",3,1,3,3,3,2
"41",1,2,2,1,2,1
"42",3,3,2,1,1,2
"43",2,1,2,2,1,1
"44",1,3,1,3,3,2
"45",2,3,2,1,3,2
"46",3,2,1,1,2,3
"47",1,2,1,3,1,1
"48",3,2,1,3,2,2
"49",1,3,3,2,1,1
"50",2,2,2,2,2,2
"51",1,3,3,1,2,2
