"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,1,3,3,3,2,4,1,2,4,4,3,4,2,3
"2",4,3,4,2,1,2,4,3,3,4,1,2,2,4,4
"3",3,1,2,4,2,1,3,1,1,3,2,1,1,2,2
"4",1,2,4,1,4,2,3,3,1,3,4,1,2,4,3
"5",2,2,3,2,3,4,1,1,1,2,1,2,4,2,1
"6",2,2,2,3,4,4,4,1,3,1,3,1,3,1,4
"7",3,1,1,3,4,1,2,3,4,2,4,2,2,4,1
"8",1,1,4,3,1,4,2,2,3,1,2,1,2,3,2
"9",1,3,3,4,1,3,3,3,2,3,1,1,4,1,1
"10",4,3,4,3,4,1,3,1,2,3,2,4,3,4,1
"11",1,2,1,2,3,3,3,4,1,4,3,4,2,1,1
"12",2,1,2,4,3,4,2,3,3,4,2,4,4,4,4
"13",2,4,2,2,1,2,2,1,2,2,3,4,1,4,1
"14",3,3,3,3,1,1,1,4,1,4,4,3,3,1,2
"15",1,2,4,3,3,3,1,4,4,3,1,3,1,2,4
"16",4,3,2,2,3,2,1,2,3,1,4,1,1,1,1
"17",4,2,2,4,1,4,3,2,4,4,4,3,3,3,1
"18",3,4,4,4,3,4,1,3,4,2,3,1,4,3,3
"19",4,4,3,2,4,3,4,3,4,1,2,3,3,2,1
"20",4,2,4,1,1,3,2,1,4,3,2,3,4,1,3
"21",2,1,3,1,4,3,1,1,3,3,4,3,1,3,2
"22",3,3,1,2,4,3,4,4,3,3,4,4,4,3,3
"23",2,3,1,1,1,4,4,2,1,4,2,2,1,3,3
"24",1,1,2,2,1,1,3,3,4,2,3,2,1,1,3
"25",4,1,2,1,2,4,2,4,2,3,4,2,2,1,4
"26",3,1,4,1,3,2,4,2,2,2,1,4,2,1,2
"27",2,4,2,1,3,1,3,4,1,2,1,3,4,3,4
"28",4,2,3,4,2,2,3,4,3,1,3,4,1,4,3
"29",4,4,1,4,1,2,1,4,2,2,2,2,2,2,3
"30",4,2,1,1,2,1,4,3,2,1,3,1,4,2,2
"31",3,4,1,3,2,4,2,3,3,3,1,4,1,1,2
"32",3,3,3,1,3,4,4,4,4,2,2,1,1,4,2
"33",2,4,3,4,2,1,4,2,4,3,4,4,2,2,4
"34",3,1,3,2,4,1,2,4,3,4,1,1,3,2,3
"35",1,3,1,2,2,2,1,1,4,3,2,1,3,4,4
"36",1,4,2,3,2,3,2,4,2,1,4,2,4,4,2
"37",3,1,1,2,1,3,3,2,2,1,1,3,3,4,4
"38",1,4,4,1,2,1,2,2,3,4,3,2,3,2,1
"39",3,4,4,2,2,4,3,1,1,1,4,3,2,2,3
"40",2,2,2,1,2,2,1,3,4,1,1,4,3,3,1
"41",3,2,3,3,1,1,1,2,1,2,3,4,4,3,4
"42",1,3,1,4,3,1,4,1,3,1,1,3,2,3,2
"43",4,4,3,3,3,3,2,1,2,4,3,1,1,3,4
"44",2,4,1,3,4,2,3,2,4,4,2,2,4,1,2
"45",2,3,4,4,4,2,2,3,1,1,2,3,1,1,4
"46",2,1,4,4,2,3,4,4,1,2,3,2,3,3,1
"47",4,2,2,4,4,3,1,2,1,4,1,2,2,4,2
"48",1,3,1,1,4,4,1,2,2,2,3,4,3,2,3
