"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,4,1,2,4,3
"2",1,4,1,1,3,3,2
"3",4,1,1,1,2,2,4
"4",4,3,2,3,3,1,2
"5",4,4,2,3,3,4,4
"6",4,2,3,1,4,1,3
"7",3,3,1,2,4,4,3
"8",1,3,2,4,4,2,4
"9",1,2,3,2,3,2,2
"10",1,2,1,3,1,4,4
"11",3,1,1,4,3,1,3
"12",2,4,4,3,4,1,2
"13",4,3,4,2,4,3,1
"14",1,3,3,1,1,1,1
"15",2,1,3,2,4,3,4
"16",4,4,3,4,1,2,3
"17",3,2,2,1,1,3,3
"18",4,2,4,2,1,4,2
"19",3,3,3,3,2,3,4
"20",3,4,4,1,3,2,4
"21",2,3,1,4,1,3,2
"22",1,1,2,2,2,1,2
"23",2,2,1,3,4,2,1
"24",4,2,2,4,2,3,1
"25",1,4,3,4,2,4,1
"26",2,2,4,4,2,1,4
"27",3,1,4,3,1,2,1
"28",2,4,2,2,1,2,3
"29",3,4,1,2,2,1,1
"30",3,1,3,4,4,4,2
"31",2,1,2,1,3,4,1
"32",1,1,4,3,3,3,3
