"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,1,3,3,2,1,1,1,3,2,2,1,3
"2",3,1,2,1,2,1,1,2,1,3,3,2,1
"3",1,2,3,3,3,2,1,3,1,3,2,1,2
"4",3,2,1,2,3,1,3,3,3,3,2,2,1
"5",3,1,1,2,2,3,2,1,1,1,1,1,2
"6",2,3,1,1,3,1,2,2,1,1,2,1,3
"7",1,1,1,1,3,3,2,1,2,3,2,2,2
"8",2,1,1,3,1,2,3,2,1,2,1,3,2
"9",2,2,1,1,2,2,2,1,3,1,3,3,1
"10",1,3,2,2,1,3,1,1,1,2,2,3,1
"11",3,3,3,1,1,3,2,2,3,3,2,3,2
"12",2,3,3,2,3,2,3,1,1,3,3,2,3
"13",1,1,3,3,3,2,3,2,2,1,2,3,1
"14",3,2,2,1,3,2,1,1,2,2,1,3,3
"15",3,2,2,3,2,3,3,3,1,2,3,3,3
"16",1,1,2,1,1,2,3,2,3,2,3,1,3
"17",2,3,3,1,2,3,3,3,2,2,1,1,1
"18",1,2,2,1,1,1,2,3,1,1,1,2,1
"19",2,2,1,3,1,3,2,2,2,3,3,1,1
"20",1,2,3,2,2,3,1,2,3,1,1,2,3
"21",2,1,2,2,3,3,1,3,3,1,3,2,2
"22",1,3,2,3,2,1,3,1,3,3,1,2,2
"23",3,2,3,2,1,1,3,1,2,1,3,1,2
"24",3,3,1,3,1,2,1,3,2,1,2,2,3
"25",3,3,2,3,3,2,2,2,3,2,1,1,1
"26",1,3,1,2,2,1,1,3,2,2,3,3,2
"27",2,1,3,2,1,1,2,3,2,3,1,3,3
