"","V1","V2","V3","V4","V5","V6","V7"
"1",2,2,1,3,1,4,2
"2",3,2,2,4,2,1,1
"3",1,3,2,1,3,1,3
"4",4,1,2,4,3,4,1
"5",2,1,1,1,1,2,1
"6",3,1,4,1,4,1,2
"7",1,3,3,1,2,4,1
"8",3,2,2,3,4,2,4
"9",2,1,3,3,4,3,3
"10",1,1,4,4,2,3,2
"11",4,3,1,4,3,2,2
"12",4,3,4,3,4,4,3
"13",3,3,1,1,3,4,4
"14",3,4,1,2,2,3,1
"15",3,1,3,4,1,2,3
"16",4,2,3,2,3,2,1
"17",1,4,3,4,4,2,1
"18",1,2,4,2,1,2,4
"19",2,4,4,2,3,4,2
"20",2,3,1,4,4,1,3
"21",3,3,4,3,1,3,1
"22",1,4,1,3,2,2,3
"23",3,4,3,2,3,1,4
"24",2,4,4,1,2,2,3
"25",2,2,3,1,4,3,4
"26",4,1,1,2,2,1,4
"27",1,3,2,2,1,1,2
"28",4,3,4,4,2,3,4
"29",2,4,2,4,1,4,4
"30",1,1,2,3,3,3,4
"31",4,4,3,3,1,1,2
"32",4,2,2,1,1,3,3
"33",1,2,1,2,4,4,2
"34",2,2,4,3,3,1,1
"35",3,1,3,2,2,4,3
"36",4,4,2,1,4,3,2
