"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,1,3,2,3,2,3,2,2,1,2
"2",1,2,1,1,2,2,3,3,2,3,2
"3",3,2,1,2,3,3,2,1,1,3,3
"4",2,3,3,2,1,2,3,1,3,3,2
"5",1,2,3,3,1,2,1,2,1,1,2
"6",1,1,3,1,2,2,2,3,3,1,1
"7",2,3,3,1,3,1,3,2,1,2,3
"8",3,2,2,2,1,1,1,3,2,3,1
"9",1,1,3,2,2,1,2,1,2,3,3
"10",2,3,2,2,2,1,1,1,3,1,3
"11",3,2,3,3,2,1,3,3,2,2,3
"12",2,1,1,1,1,1,2,2,3,3,1
"13",1,1,2,1,3,3,1,2,2,2,3
"14",3,1,2,1,1,3,3,1,1,2,2
"15",2,1,1,2,3,1,1,3,1,1,2
"16",3,3,2,3,2,2,2,2,1,1,1
"17",3,3,1,2,3,2,3,3,3,2,1
"18",1,3,1,1,2,2,1,1,1,2,1
"19",1,2,2,2,1,3,3,2,3,1,3
"20",2,2,3,2,1,3,2,3,1,2,1
"21",1,2,2,3,3,1,3,2,1,3,1
"22",3,1,1,3,1,2,1,2,3,2,3
"23",1,3,2,3,3,3,2,3,3,3,2
"24",1,3,1,3,1,1,2,1,2,2,2
"25",3,2,2,1,3,1,2,1,3,1,2
"26",2,1,1,3,2,3,3,1,2,1,1
"27",3,3,3,1,2,3,1,2,2,3,2
"28",2,1,2,3,2,2,1,3,1,3,3
"29",2,2,3,3,3,3,1,1,3,2,1
"30",2,3,1,1,1,3,2,3,2,1,3
