"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,1,2,1,1,3,3,2,1,3,2,1,1,1
"2",2,3,1,2,2,1,1,1,3,3,3,1,2,1
"3",2,3,1,2,3,2,2,3,1,1,1,2,1,3
"4",2,1,3,1,3,2,1,3,2,2,1,1,2,1
"5",1,2,3,2,3,1,3,2,3,1,2,2,1,1
"6",1,2,1,3,3,3,2,2,3,3,1,1,3,2
"7",1,3,3,2,2,3,1,2,1,2,1,3,3,2
"8",1,1,1,1,2,1,2,3,1,2,3,2,3,2
"9",3,1,1,2,2,3,2,1,2,1,2,3,3,1
"10",3,2,1,1,1,2,1,1,3,2,1,2,1,2
"11",3,1,2,3,3,1,1,3,2,3,2,3,1,2
"12",3,2,2,3,3,3,3,1,1,2,3,2,2,1
"13",3,3,2,3,1,1,3,3,2,2,1,2,3,1
"14",3,3,3,2,2,3,3,3,3,2,2,1,2,3
"15",1,2,3,2,1,3,1,3,2,3,3,2,1,3
"16",1,3,2,1,3,2,3,1,2,3,2,3,3,2
"17",3,2,3,1,2,1,2,2,1,3,1,3,2,3
"18",2,3,2,1,1,3,2,3,3,1,3,3,2,2
"19",2,3,3,3,2,1,2,1,1,1,3,1,1,2
"20",2,1,3,3,1,2,2,1,3,3,2,2,3,3
"21",1,2,1,3,1,2,1,2,1,1,2,3,2,1
"22",1,1,2,2,1,1,3,1,2,1,1,1,2,3
"23",3,2,2,1,3,2,1,2,2,1,3,1,3,3
"24",2,1,1,3,2,2,3,2,3,2,3,3,1,3
