"","V1","V2","V3","V4","V5","V6","V7"
"1",4,2,1,3,3,1,4
"2",3,2,2,2,4,2,2
"3",2,4,1,4,4,2,3
"4",1,3,4,3,1,2,4
"5",2,2,4,4,3,4,4
"6",1,3,2,2,4,1,1
"7",2,1,1,1,3,4,2
"8",1,3,2,1,1,4,3
"9",3,1,2,4,1,3,3
"10",4,4,4,4,2,2,3
"11",2,2,1,2,1,1,3
"12",4,2,4,2,1,4,2
"13",4,3,1,1,2,2,1
"14",3,1,3,1,2,3,4
"15",4,3,3,1,4,3,3
"16",1,2,1,3,2,3,1
"17",3,1,4,2,4,1,3
"18",2,2,4,1,2,2,1
"19",1,1,3,4,2,1,2
"20",3,4,1,2,2,4,4
"21",2,4,3,1,3,1,4
"22",3,4,3,3,4,4,1
"23",2,3,3,4,1,3,1
"24",1,1,2,3,4,3,4
"25",4,3,2,4,3,4,2
"26",3,4,2,3,1,1,2
"27",4,1,3,3,3,2,1
"28",1,4,4,2,3,3,2
