"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1,3,1,1,1,2
"2",3,1,2,3,3,1,1
"3",1,3,3,2,1,2,3
"4",2,2,1,3,3,2,2
"5",2,1,3,3,3,3,2
"6",2,3,3,2,3,1,2
"7",1,2,2,2,2,1,1
"8",3,2,1,3,1,3,2
"9",1,2,2,1,3,1,3
"10",3,2,1,1,1,2,1
"11",2,3,2,1,1,3,3
"12",2,2,3,3,1,1,1
"13",2,1,2,1,2,2,1
"14",2,3,1,1,3,1,1
"15",1,2,3,3,2,3,3
"16",1,1,2,2,1,3,2
"17",1,1,1,3,2,1,3
"18",2,2,1,2,1,1,3
"19",3,1,3,1,3,2,3
"20",1,3,2,3,3,2,2
"21",2,2,2,2,2,3,2
"22",2,1,1,1,2,3,3
"23",3,3,1,2,3,3,3
"24",3,2,3,1,2,2,2
"25",1,3,1,3,1,2,1
"26",2,3,3,2,2,2,1
"27",3,3,3,3,2,1,3
"28",1,3,1,1,2,3,2
"29",2,1,2,3,1,2,3
"30",3,2,2,2,3,2,3
"31",1,1,1,2,3,2,1
"32",3,3,2,3,2,3,1
"33",3,1,1,2,2,1,2
"34",3,3,2,1,1,1,2
"35",3,1,3,2,1,3,1
"36",1,2,3,1,3,3,1
