"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,1,2,1,3,4,1,3,2
"2",1,3,5,2,4,4,3,1,5
"3",3,1,5,3,1,5,2,4,3
"4",3,5,3,1,4,5,5,1,3
"5",1,4,4,5,3,3,2,1,4
"6",4,1,5,2,2,2,4,1,4
"7",4,5,4,1,5,3,3,3,1
"8",2,5,5,3,3,2,1,4,2
"9",1,2,3,3,3,1,5,4,5
"10",3,1,4,4,4,3,5,5,2
"11",1,2,1,4,1,3,1,3,4
"12",4,3,2,1,1,3,5,4,4
"13",2,5,2,3,4,4,1,5,3
"14",2,1,3,1,5,4,3,5,4
"15",5,4,2,4,3,2,5,1,1
"16",4,2,1,2,3,5,4,5,1
"17",5,5,1,2,4,2,2,4,4
"18",5,5,3,5,2,3,4,4,2
"19",3,5,1,4,2,5,3,3,5
"20",2,4,2,2,5,3,4,2,5
"21",1,4,2,2,2,1,3,5,1
"22",4,4,5,5,3,4,3,5,5
"23",2,5,4,4,1,1,4,2,4
"24",4,3,3,5,1,2,1,2,1
"25",3,2,5,5,4,4,4,3,1
"26",4,4,1,3,1,4,2,1,2
"27",3,2,3,2,5,1,1,1,2
"28",5,2,4,4,1,1,3,5,3
"29",4,1,2,5,4,1,2,3,5
"30",5,4,5,3,5,1,4,3,3
"31",5,3,4,4,5,5,1,2,4
"32",2,1,2,5,2,5,3,1,3
"33",1,1,1,3,4,2,4,2,2
"34",1,4,4,2,1,5,5,3,2
"35",2,3,1,5,5,2,5,4,3
"36",2,2,5,1,2,3,2,2,1
"37",3,3,1,1,3,1,2,2,3
"38",3,3,4,1,2,2,1,5,5
"39",1,3,3,4,5,5,2,4,1
"40",5,2,3,3,2,4,5,2,5
