"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,3,2,3,4,4,4,2,4,4,4,3,2,4
"2",2,2,4,2,1,2,1,2,1,3,1,4,2,4,3
"3",4,3,2,2,1,4,1,3,4,1,2,3,3,2,1
"4",3,1,3,2,1,1,4,2,3,2,4,4,4,3,2
"5",1,1,1,3,2,1,4,2,2,3,2,1,1,2,4
"6",3,2,2,3,2,3,4,1,4,2,4,1,2,4,1
"7",4,3,3,4,2,3,1,2,2,1,1,1,4,1,3
"8",4,4,2,4,3,2,3,2,1,3,3,4,1,1,1
"9",1,3,1,1,4,2,4,3,3,3,2,4,3,4,1
"10",4,3,4,3,2,1,3,4,1,1,3,2,3,4,4
"11",3,3,1,1,4,4,2,2,1,2,2,1,1,3,2
"12",3,4,3,1,3,1,3,1,4,1,1,4,2,3,3
"13",1,2,1,4,2,4,3,3,1,4,3,3,2,4,3
"14",2,4,1,3,3,4,1,1,2,4,1,2,2,2,1
"15",4,1,4,4,4,2,4,2,4,4,2,3,2,2,3
"16",1,3,2,1,2,1,1,4,2,2,3,4,2,1,2
"17",1,3,2,2,1,2,3,4,4,4,1,1,3,3,3
"18",3,2,4,1,2,1,2,3,3,4,1,2,1,1,1
"19",2,1,3,2,4,4,3,4,4,3,3,1,1,1,2
"20",3,1,2,1,3,2,1,3,1,4,4,1,4,2,3
"21",2,2,2,3,4,1,3,4,2,1,1,3,4,2,1
"22",3,4,3,4,2,2,1,4,4,2,2,2,1,4,2
"23",4,2,1,2,2,2,1,1,4,3,3,3,4,3,4
"24",2,2,1,4,1,2,3,3,3,1,4,1,2,1,2
"25",2,4,3,3,1,4,4,3,1,2,1,3,1,3,4
"26",2,3,1,3,3,3,2,4,4,1,4,4,1,3,3
"27",2,4,4,1,2,3,3,2,2,4,3,3,4,4,1
"28",2,1,4,1,1,3,2,2,4,2,3,2,3,1,4
"29",3,3,4,4,3,4,4,3,3,3,1,1,4,3,2
"30",1,1,3,4,1,3,2,4,1,3,2,2,4,3,1
"31",3,4,1,4,1,1,2,3,3,4,2,4,3,2,4
"32",3,1,1,2,2,3,4,1,1,1,1,3,3,1,2
"33",2,3,3,4,4,1,2,1,1,3,4,3,3,1,4
"34",4,4,2,1,1,4,3,1,2,3,4,2,2,2,3
"35",1,4,2,3,3,1,2,2,4,2,4,2,4,4,2
"36",4,1,4,3,4,3,1,3,2,2,4,4,2,3,1
"37",1,4,4,2,4,2,2,3,2,1,2,1,2,2,4
"38",2,1,2,4,4,4,1,2,3,1,3,2,3,4,4
"39",1,3,4,3,1,3,1,1,3,4,4,3,1,2,2
"40",1,2,3,1,3,2,4,1,1,1,3,2,1,3,1
"41",4,4,1,2,4,3,4,4,3,2,3,2,4,1,3
"42",4,1,2,1,3,3,2,4,3,3,1,3,1,4,4
"43",4,2,3,2,4,1,2,1,2,4,2,1,3,4,2
"44",1,2,4,3,3,4,3,1,3,2,2,4,4,1,3
