"","V1","V2","V3","V4","V5"
"1",4,3,4,2,1
"2",4,1,1,1,2
"3",1,1,2,2,2
"4",1,1,3,4,1
"5",4,2,3,1,1
"6",3,3,2,3,2
"7",1,2,1,1,4
"8",3,3,2,2,3
"9",3,2,4,3,2
"10",4,4,1,2,4
"11",4,1,3,3,2
"12",2,3,4,4,3
"13",2,4,3,4,1
"14",2,1,4,1,1
"15",3,3,4,1,4
"16",2,2,3,3,3
"17",3,1,4,4,3
"18",3,3,3,4,4
"19",3,2,3,2,2
"20",4,3,1,4,1
"21",2,2,2,2,3
"22",4,1,4,2,4
"23",4,2,2,3,4
"24",1,1,3,2,3
"25",1,3,4,3,1
"26",3,4,1,3,3
"27",2,3,1,1,2
"28",1,2,4,3,4
"29",3,4,2,1,1
"30",2,3,1,3,3
"31",4,2,2,4,3
"32",1,4,2,4,4
"33",3,1,2,1,4
"34",2,2,2,2,1
"35",4,4,4,4,2
"36",1,4,1,2,1
"37",2,4,2,3,2
"38",1,2,1,4,2
"39",2,1,1,4,4
"40",3,1,1,3,1
"41",2,4,3,2,4
"42",1,4,4,1,3
"43",1,3,3,1,2
"44",4,4,3,1,3
