"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,5,2,5,3,4,3,3,1
"2",3,4,5,2,3,3,1,1,1
"3",1,1,3,5,3,2,3,5,2
"4",4,4,3,1,1,5,2,5,3
"5",4,4,1,5,4,2,1,2,3
"6",4,3,1,3,3,5,5,1,5
"7",1,2,5,2,3,4,5,4,4
"8",4,2,4,4,2,1,5,2,1
"9",1,5,3,3,5,4,5,2,3
"10",2,1,1,1,1,3,4,2,3
"11",2,3,5,5,1,5,4,3,2
"12",3,3,2,4,1,1,3,1,4
"13",2,4,1,3,4,1,4,4,1
"14",1,2,2,2,2,5,2,3,1
"15",3,1,5,4,5,1,2,3,3
"16",5,4,3,2,5,1,4,3,5
"17",2,5,4,4,4,5,1,4,3
"18",3,5,2,2,1,2,5,4,2
"19",1,3,4,1,4,2,4,1,2
"20",4,2,4,3,1,2,1,4,5
"21",3,4,4,5,2,4,4,5,5
"22",4,2,1,1,5,4,3,4,2
"23",1,5,1,4,2,3,2,3,5
"24",2,2,3,5,5,3,2,1,4
"25",5,3,5,3,5,3,2,5,1
"26",3,1,4,2,4,5,3,2,5
"27",2,3,2,1,3,1,1,5,4
"28",5,1,3,3,2,4,1,1,2
"29",5,1,2,4,4,3,5,5,4
"30",5,5,5,1,2,2,3,2,4
