"","V1","V2","V3","V4","V5"
"1",3,5,3,1,3
"2",2,4,5,6,1
"3",6,6,1,1,4
"4",4,4,2,4,6
"5",6,2,3,3,5
"6",6,4,5,2,3
"7",2,3,2,2,4
"8",3,1,4,2,1
"9",2,1,3,5,6
"10",1,4,4,1,5
"11",5,5,4,2,2
"12",5,3,1,3,1
"13",6,3,4,6,6
"14",4,2,3,5,2
"15",6,1,6,4,2
"16",5,6,6,5,5
"17",6,5,2,5,1
"18",3,3,4,4,5
"19",4,1,1,2,5
"20",1,2,2,1,2
"21",5,1,2,6,3
"22",2,2,1,4,3
"23",4,5,5,4,4
"24",2,6,5,3,2
"25",4,6,4,6,3
"26",5,2,5,1,6
"27",2,5,6,2,6
"28",5,4,3,3,4
"29",4,3,6,1,1
"30",3,2,6,6,4
"31",3,4,1,5,2
"32",1,1,5,3,4
"33",1,6,3,4,1
"34",1,5,1,6,5
"35",3,6,2,3,6
"36",1,3,6,5,3
