"","V1","V2","V3","V4","V5","V6","V7"
"1",4,2,2,1,4,2,4
"2",4,4,2,2,2,1,3
"3",1,2,4,2,2,3,1
"4",4,1,1,3,3,3,2
"5",2,1,4,2,4,2,1
"6",1,4,1,2,4,3,3
"7",2,2,1,1,1,1,2
"8",1,3,3,4,3,2,2
"9",4,2,4,3,1,4,3
"10",4,2,3,4,2,1,1
"11",3,3,1,1,3,4,1
"12",1,1,3,1,3,1,3
"13",2,2,2,4,4,4,4
"14",4,4,3,2,3,4,2
"15",1,3,1,3,1,2,4
"16",3,3,2,3,4,1,1
"17",2,4,2,4,1,3,1
"18",3,1,3,2,1,3,4
"19",2,4,4,3,3,1,4
"20",3,4,4,1,1,2,2
"21",2,3,3,1,2,4,4
"22",3,1,1,4,2,2,3
"23",1,1,2,3,2,4,2
"24",3,3,4,4,4,3,3
