"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,3,2,3,3,3,1
"2",1,2,1,1,3,2,3,3
"3",2,2,1,1,2,3,1,1
"4",3,2,2,3,3,2,2,3
"5",2,1,2,1,3,3,2,3
"6",2,3,1,2,2,1,3,1
"7",1,1,2,3,2,2,1,1
"8",1,1,3,2,1,1,2,3
"9",1,2,2,1,1,1,1,2
"10",1,3,1,3,3,3,2,2
"11",2,2,3,1,3,1,3,2
"12",2,3,3,1,1,3,2,2
"13",3,2,2,2,1,3,1,3
"14",1,1,1,2,1,3,3,2
"15",2,1,1,3,1,2,2,1
"16",3,2,3,3,1,1,2,1
"17",1,2,3,3,2,3,1,3
"18",1,3,3,1,2,2,2,1
"19",2,1,2,3,2,1,3,3
"20",3,1,2,1,1,2,3,1
"21",1,3,2,3,1,2,3,2
"22",3,1,3,1,2,2,1,2
"23",3,3,3,2,2,2,3,3
"24",1,2,2,2,3,1,2,1
"25",3,3,2,2,3,3,1,1
"26",3,2,1,3,2,3,3,2
"27",2,3,3,3,3,1,1,2
"28",3,1,1,2,3,1,1,2
"29",3,3,1,1,2,1,2,3
"30",2,3,1,2,1,2,1,3
