"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",6,2,3,1,6,2,3,1,4,3,3,1
"2",1,5,4,3,6,1,5,2,3,1,2,4
"3",3,3,5,1,3,3,6,6,6,2,3,6
"4",1,4,3,2,3,6,1,1,5,3,6,4
"5",6,1,4,3,4,6,2,4,6,6,4,5
"6",4,4,5,5,6,3,1,6,3,5,5,1
"7",1,2,1,4,3,6,5,5,2,4,3,1
"8",5,3,3,6,2,5,4,3,6,1,5,1
"9",4,1,1,3,1,4,1,2,3,2,2,5
"10",4,3,1,2,5,1,5,5,5,6,5,3
"11",5,6,6,3,2,1,2,3,4,4,5,6
"12",2,2,2,5,1,2,6,3,4,5,6,4
"13",3,6,2,1,2,5,3,6,3,6,2,3
"14",2,4,4,1,1,2,2,4,1,2,4,2
"15",6,5,2,4,4,3,3,5,1,1,6,5
"16",5,1,4,6,3,1,4,6,2,3,1,4
"17",6,5,6,4,1,4,5,4,5,5,2,2
"18",5,4,3,2,5,5,6,3,1,5,1,6
"19",1,3,5,6,2,3,3,1,2,6,3,5
"20",4,6,5,5,4,6,6,1,2,2,4,3
"21",2,6,1,6,6,4,4,4,5,3,4,6
"22",3,1,6,2,5,4,4,2,1,4,6,2
"23",3,5,2,5,4,2,1,2,6,4,1,2
"24",2,2,6,4,5,5,2,5,4,1,1,3
