"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,4,1,1,4,4,2,2,2,5,1
"2",2,4,4,2,3,1,5,3,1,2,5
"3",3,5,3,4,4,3,1,1,1,2,1
"4",3,3,3,1,1,4,5,5,1,4,5
"5",4,2,2,2,3,1,4,5,5,5,4
"6",4,2,4,3,1,4,1,4,5,3,1
"7",3,5,5,1,2,1,2,4,4,4,4
"8",2,2,2,2,1,5,1,2,4,4,3
"9",4,4,4,5,2,1,1,5,3,2,3
"10",3,1,1,3,3,1,1,1,2,1,4
"11",1,5,3,2,4,2,5,2,2,5,3
"12",5,2,3,1,5,2,2,3,3,4,5
"13",1,2,1,2,1,2,3,3,4,2,1
"14",1,1,1,3,3,4,4,2,3,4,5
"15",2,1,4,1,2,3,2,2,5,1,5
"16",2,5,2,3,2,3,5,5,3,4,1
"17",1,4,1,4,1,1,3,4,2,3,5
"18",5,5,1,1,2,5,3,3,1,2,3
"19",2,3,5,5,4,5,1,3,2,4,5
"20",5,4,5,3,1,2,4,2,2,1,4
"21",2,2,4,4,2,5,4,4,1,1,1
"22",1,3,4,3,1,3,2,1,1,5,4
"23",5,5,2,4,4,2,3,1,4,3,5
"24",3,1,1,4,5,5,2,5,3,2,2
"25",4,4,3,3,2,5,2,1,4,2,5
"26",4,1,5,1,4,3,4,4,2,2,1
"27",2,4,1,3,4,3,1,5,5,3,4
"28",5,4,5,2,5,3,1,2,5,3,3
"29",2,2,4,3,5,1,3,1,2,4,2
"30",3,2,5,5,2,4,5,1,3,2,3
"31",2,3,1,5,2,2,4,1,5,5,3
"32",2,5,4,2,5,4,3,5,2,1,4
"33",3,1,3,2,2,2,1,3,1,5,2
"34",3,4,4,3,5,5,5,3,5,5,2
"35",5,3,5,2,3,5,3,5,3,5,1
"36",3,3,5,4,5,2,4,5,4,2,5
"37",1,3,3,1,4,1,1,4,3,1,2
"38",5,2,2,4,2,3,1,4,2,5,5
"39",4,1,4,5,4,4,3,3,4,5,4
"40",1,4,5,1,3,4,4,1,4,3,2
"41",5,3,1,2,4,4,5,4,4,1,3
"42",1,2,2,5,5,3,5,3,3,1,4
"43",5,1,3,5,1,3,5,5,2,3,3
"44",1,1,5,4,3,2,2,5,1,3,3
"45",4,5,2,3,3,2,2,3,5,1,1
"46",4,5,5,4,1,3,3,2,3,5,2
"47",2,3,3,5,5,1,3,2,5,2,1
"48",4,2,2,2,5,5,4,1,1,3,4
"49",5,3,2,5,3,4,2,2,1,1,2
"50",3,5,3,4,1,5,4,3,5,1,4
"51",1,1,3,1,4,5,3,4,5,3,3
"52",5,1,4,4,3,1,5,2,4,4,1
"53",4,3,2,1,1,1,5,1,3,3,2
"54",1,5,2,5,3,4,2,4,4,4,2
"55",4,4,1,5,5,2,4,4,1,4,2
