"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,2,1,3,1,1,2,2,3,3,2,3
"2",1,1,1,2,2,1,3,3,3,2,3,3
"3",2,1,1,3,3,3,1,3,2,3,3,2
"4",1,2,3,1,3,2,2,1,1,1,3,2
"5",2,1,3,3,2,2,1,1,1,3,2,3
"6",3,1,2,2,2,2,3,2,3,3,1,2
"7",3,2,1,1,2,2,1,3,1,2,2,2
"8",1,2,2,2,1,2,3,1,3,1,1,1
"9",1,3,1,2,3,2,3,1,2,3,1,3
"10",3,3,2,1,1,3,2,1,2,3,3,2
"11",3,1,3,2,1,3,2,3,2,2,1,3
"12",1,3,1,3,2,1,2,1,1,2,3,2
"13",1,1,2,1,1,2,3,3,1,3,2,2
"14",2,2,3,2,1,1,1,3,3,3,2,1
"15",1,1,2,2,3,3,1,2,1,1,2,3
"16",1,3,3,3,2,3,3,2,2,3,1,2
"17",1,2,2,3,3,1,3,2,1,3,2,1
"18",3,3,2,3,3,3,2,1,3,2,2,1
"19",3,2,3,3,1,1,3,1,1,2,1,2
"20",2,2,3,3,2,3,2,3,1,2,3,1
"21",3,1,2,1,1,1,1,2,1,1,3,2
"22",1,1,3,3,3,1,2,2,3,1,1,2
"23",1,3,3,3,1,2,1,3,2,1,3,2
"24",2,3,2,2,3,2,2,2,2,2,3,2
"25",2,2,2,3,1,3,3,1,2,1,3,3
"26",1,2,2,1,1,1,1,2,2,2,1,3
"27",2,3,3,1,1,2,3,2,3,2,3,3
"28",1,1,1,3,1,2,1,2,2,2,2,1
"29",3,1,2,1,3,2,1,1,3,2,1,3
"30",1,3,1,1,2,3,2,3,3,1,2,3
"31",3,1,3,1,2,3,3,2,2,1,2,1
"32",2,1,3,2,3,1,3,1,2,2,3,1
"33",1,2,2,1,2,3,1,2,3,3,3,1
"34",1,1,3,2,1,3,2,1,3,3,2,2
"35",3,2,1,2,2,3,3,2,1,3,3,3
"36",3,3,2,3,3,2,3,3,1,1,2,3
"37",2,3,1,2,3,2,1,2,3,1,3,1
"38",3,2,1,3,2,3,1,1,2,1,1,2
"39",3,3,3,2,3,2,1,2,1,3,1,1
"40",3,3,1,2,1,1,3,3,2,2,2,1
"41",2,3,2,1,2,1,2,3,1,1,1,1
"42",2,2,3,1,3,3,3,3,3,2,1,2
"43",3,2,3,1,3,1,2,3,2,3,3,3
"44",2,3,3,2,2,1,1,1,2,1,2,3
"45",1,2,1,2,3,3,2,3,1,2,1,1
"46",2,1,1,2,1,2,2,2,1,1,1,3
"47",2,3,1,1,1,3,1,1,1,2,2,1
"48",3,1,2,3,2,2,2,3,3,1,3,1
"49",2,1,1,1,2,1,2,1,2,3,1,1
"50",2,3,2,3,2,1,1,3,3,3,1,3
"51",2,2,1,1,3,1,3,1,3,1,2,2
