"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,2,2,3,1,3,3,3,3,2
"2",1,2,1,1,1,3,3,2,2,3
"3",3,3,1,2,2,1,2,3,2,3
"4",2,3,3,3,2,1,1,2,3,2
"5",1,1,1,2,3,2,3,3,3,1
"6",2,1,3,3,3,3,3,2,2,3
"7",2,3,1,2,3,3,1,1,3,3
"8",1,3,2,3,2,2,3,1,2,1
"9",1,2,1,3,2,1,2,1,1,3
"10",1,3,3,2,1,2,3,2,3,3
"11",3,3,1,3,2,3,3,2,1,1
"12",1,1,3,1,2,3,1,1,3,2
"13",2,2,1,1,1,1,2,1,3,1
"14",3,1,2,3,2,2,2,1,3,3
"15",1,1,3,3,1,2,1,2,1,1
"16",1,3,2,3,3,3,2,3,1,2
"17",3,3,2,1,3,1,3,2,3,2
"18",3,2,3,2,3,3,2,2,3,1
"19",1,3,1,1,2,2,1,3,2,1
"20",2,3,2,1,1,2,1,1,1,3
"21",3,2,2,3,3,1,1,1,2,1
"22",3,1,3,2,1,1,3,1,2,2
"23",2,2,2,2,2,2,2,2,2,2
"24",1,1,2,2,3,1,1,2,2,3
"25",2,1,2,1,2,1,3,3,1,3
"26",3,2,3,2,2,3,1,3,1,3
"27",2,3,3,2,1,1,2,3,1,1
"28",2,2,3,1,3,2,3,1,1,1
"29",3,2,1,3,1,2,1,3,3,2
"30",2,1,1,2,1,3,2,1,1,2
"31",3,1,2,1,1,3,2,3,2,1
"32",3,1,1,1,3,2,1,2,1,2
"33",1,2,3,1,3,1,2,3,2,2
