"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,1,5,4,3,3,3,5,1,1
"2",1,2,4,1,3,1,5,4,3,2
"3",2,5,3,1,3,2,1,3,5,5
"4",1,1,1,3,4,5,3,3,5,4
"5",4,4,5,4,3,5,5,3,5,5
"6",3,2,3,3,1,5,5,1,4,1
"7",5,5,2,3,5,4,4,4,3,5
"8",4,5,3,5,1,1,4,3,2,2
"9",3,3,1,3,3,1,2,5,1,5
"10",3,1,2,1,5,3,5,4,2,4
"11",4,5,3,2,2,5,1,4,1,3
"12",5,3,4,2,5,3,4,2,5,2
"13",1,3,4,4,1,3,1,1,3,5
"14",3,3,1,5,4,4,5,2,1,2
"15",1,4,2,1,2,3,3,2,1,1
"16",5,3,2,5,3,1,2,1,5,3
"17",2,1,5,5,2,2,4,2,4,3
"18",4,2,1,4,5,2,1,2,3,1
"19",3,1,3,4,1,4,2,4,5,2
"20",4,1,3,2,4,1,4,1,3,5
"21",5,3,4,1,4,5,2,3,2,1
"22",4,4,1,2,1,4,2,2,4,4
"23",2,4,2,2,4,2,4,5,5,1
"24",4,2,4,5,4,3,1,5,4,4
"25",1,2,5,3,5,2,2,3,1,3
"26",1,4,3,5,5,5,2,5,3,2
"27",2,1,2,2,3,4,1,1,2,2
"28",5,4,4,3,2,2,5,1,1,4
"29",3,4,5,3,2,1,1,4,4,1
"30",2,5,4,4,5,1,3,2,2,4
"31",3,5,5,1,4,4,3,1,4,3
"32",2,2,2,5,2,5,3,3,2,5
"33",1,5,1,4,2,3,5,4,4,3
"34",5,2,1,1,1,2,3,5,3,3
"35",2,3,5,2,1,4,4,5,2,4
