"","V1","V2","V3","V4","V5"
"1",1,3,1,4,1
"2",2,2,3,4,4
"3",2,3,3,1,1
"4",2,4,4,3,1
"5",1,2,4,1,2
"6",1,4,2,3,2
"7",1,4,3,2,4
"8",2,2,4,3,3
"9",1,3,2,1,3
"10",3,4,3,4,2
"11",3,3,4,2,1
"12",2,1,3,1,3
"13",2,3,1,2,4
"14",3,1,1,1,1
"15",2,1,2,4,2
"16",4,1,3,2,2
"17",3,1,4,2,4
"18",4,4,4,1,3
"19",3,4,2,4,4
"20",1,1,1,3,4
"21",4,2,1,4,3
"22",3,2,1,2,2
"23",2,4,1,1,2
"24",1,3,4,4,3
"25",2,2,2,2,1
"26",3,3,3,1,4
"27",1,2,2,2,3
"28",4,1,2,3,3
"29",1,1,3,3,1
"30",4,3,4,3,4
"31",4,2,2,1,4
"32",4,3,1,3,2
"33",4,2,3,4,1
"34",4,4,2,2,1
"35",3,4,1,3,3
"36",3,1,4,4,2
