"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,3,4,2,1,2,1,1,3,2,4,2,2
"2",1,1,2,3,1,4,3,2,3,1,1,3,3
"3",2,4,1,2,1,1,3,3,4,2,3,1,3
"4",1,3,2,3,4,1,1,1,3,3,2,1,2
"5",4,2,2,4,2,3,1,3,1,1,4,1,3
"6",2,2,4,1,2,1,4,2,2,1,3,2,4
"7",4,4,4,3,4,4,1,3,2,4,2,3,3
"8",4,2,3,3,1,1,3,3,3,4,1,1,1
"9",2,2,1,2,2,4,4,1,3,3,1,2,1
"10",3,4,4,4,2,2,4,2,4,3,1,1,3
"11",4,2,3,3,3,2,2,1,1,4,1,2,4
"12",1,4,1,4,2,3,1,2,3,1,2,3,1
"13",3,3,1,3,1,2,4,4,1,1,2,3,4
"14",3,4,2,1,3,2,2,3,3,1,4,4,4
"15",3,2,2,2,4,1,1,4,4,1,1,2,3
"16",1,4,3,4,2,1,2,4,2,2,2,2,4
"17",2,1,4,4,1,3,1,2,3,4,3,2,4
"18",4,1,2,4,3,2,4,2,4,2,3,4,1
"19",3,3,3,4,4,4,3,1,4,2,2,2,4
"20",3,1,3,2,3,4,1,1,2,1,2,1,1
"21",3,4,2,2,1,4,2,2,1,3,3,1,4
"22",2,2,2,4,1,1,3,1,2,4,4,3,2
"23",4,3,1,1,2,3,3,3,2,4,1,4,3
"24",2,1,3,4,4,2,2,4,4,1,3,3,2
"25",2,2,4,3,4,3,4,3,1,2,1,3,1
"26",1,3,1,4,4,2,4,3,3,4,4,2,3
"27",4,1,1,2,2,1,2,1,4,3,2,3,4
"28",1,3,4,2,2,3,2,4,1,4,3,1,2
"29",3,1,3,1,2,4,4,2,1,4,4,3,2
"30",4,3,2,1,4,1,4,2,1,2,2,2,2
"31",4,3,1,3,3,4,2,4,4,3,4,2,1
"32",2,2,1,3,4,4,1,2,2,2,4,4,4
"33",2,4,4,3,4,2,3,2,2,1,4,1,1
"34",1,1,4,2,4,2,2,2,2,3,1,4,3
"35",1,1,1,1,1,2,1,3,2,3,3,2,1
"36",4,1,3,1,4,3,3,4,3,3,3,1,4
"37",3,4,1,1,4,3,3,1,3,4,3,3,1
"38",2,1,2,2,3,2,4,4,2,4,2,1,4
"39",2,4,2,3,2,3,1,4,4,4,1,4,2
"40",3,2,2,4,1,4,3,4,2,3,2,4,1
"41",2,3,4,1,3,1,2,2,4,4,2,4,1
"42",3,1,1,4,3,3,2,3,1,2,1,1,2
"43",1,3,3,2,1,3,4,3,4,3,4,4,4
"44",4,2,4,1,1,4,2,3,4,1,2,3,2
"45",1,4,3,1,3,4,4,4,3,2,1,2,2
"46",3,4,3,2,3,1,1,4,1,3,4,3,1
"47",3,1,4,3,2,1,3,4,3,2,4,4,3
"48",1,2,2,1,3,3,2,1,4,2,4,1,3
"49",1,3,4,4,3,4,3,1,1,3,3,3,3
"50",2,3,3,1,1,2,1,1,1,2,1,4,3
"51",4,4,3,3,2,3,4,1,2,1,3,4,2
"52",1,2,1,2,3,1,3,3,1,1,3,4,2
