"","V1","V2","V3","V4","V5","V6","V7"
"1",2,2,2,1,1,3,1
"2",1,1,2,4,2,2,4
"3",4,2,4,2,3,1,4
"4",2,1,4,3,4,3,1
"5",2,4,3,1,4,4,4
"6",2,4,1,3,2,4,1
"7",2,2,2,1,2,1,3
"8",4,3,3,1,1,2,4
"9",4,1,4,1,2,3,2
"10",2,3,3,4,1,2,1
"11",2,4,1,2,3,2,4
"12",2,1,1,4,3,1,2
"13",4,4,4,3,4,2,3
"14",4,2,3,4,2,4,1
"15",3,2,3,2,3,3,1
"16",3,1,3,4,1,3,3
"17",4,1,2,3,3,4,4
"18",1,4,2,4,4,3,2
"19",3,1,2,1,4,2,3
"20",3,3,2,3,3,1,1
"21",3,3,1,1,4,1,1
"22",3,4,1,1,2,3,3
"23",3,4,4,2,1,4,2
"24",4,1,1,2,2,2,1
"25",3,2,4,4,4,2,2
"26",1,3,4,3,2,3,4
"27",3,4,3,4,2,1,4
"28",1,3,3,2,2,1,2
"29",4,3,1,4,3,3,3
"30",3,2,1,3,1,4,4
"31",2,3,4,4,3,4,3
"32",4,3,2,2,4,4,2
"33",1,2,1,2,4,3,4
"34",1,1,3,1,3,4,2
"35",1,3,2,2,1,4,3
"36",1,2,1,3,1,2,2
"37",4,4,2,3,1,1,2
"38",1,4,4,1,3,2,1
"39",2,1,4,2,1,1,3
"40",1,2,3,3,4,1,3
