"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,1,1,1,2,3,2,3
"2",1,3,3,2,3,2,2,3,3
"3",3,2,3,1,3,1,3,2,1
"4",2,2,1,2,3,1,1,1,3
"5",2,2,2,1,3,3,1,3,1
"6",3,2,2,3,1,2,2,3,1
"7",1,2,2,3,1,3,1,2,3
"8",3,1,2,1,2,1,2,3,3
"9",2,1,3,3,2,2,1,1,1
"10",1,2,1,3,2,1,3,3,2
"11",1,1,1,2,1,1,2,2,1
"12",2,3,3,3,1,1,2,1,2
"13",3,2,3,2,2,3,3,1,3
"14",1,3,3,1,2,1,1,2,2
"15",3,3,1,2,2,2,1,3,1
"16",1,1,1,1,3,3,2,1,2
"17",2,1,3,2,1,3,3,3,2
"18",1,3,2,2,2,3,3,1,1
"19",3,1,2,1,1,2,1,1,2
"20",2,1,2,3,3,2,3,2,3
"21",3,3,1,3,3,3,2,2,2
