"","V1","V2","V3","V4","V5","V6"
"1",1,1,3,5,6,3
"2",1,2,5,4,5,2
"3",5,3,3,4,3,2
"4",2,2,2,2,5,4
"5",4,6,5,4,1,6
"6",4,6,3,1,2,2
"7",5,2,2,1,3,3
"8",4,3,1,5,5,5
"9",6,3,5,2,1,1
"10",6,6,2,5,5,1
"11",2,5,5,1,5,5
"12",5,4,6,3,3,6
"13",4,5,5,5,3,3
"14",5,4,5,6,5,2
"15",6,1,4,6,2,3
"16",6,5,1,2,2,5
"17",2,1,5,3,2,5
"18",3,4,4,4,2,1
"19",5,5,2,6,1,4
"20",4,3,4,3,6,1
"21",1,5,3,2,4,1
"22",1,4,1,4,1,3
"23",1,3,6,2,1,4
"24",2,6,4,3,3,4
"25",5,1,1,4,4,4
"26",1,3,2,1,2,6
"27",6,4,4,1,4,4
"28",3,6,1,3,4,3
"29",1,6,4,6,4,5
"30",3,2,3,5,1,5
"31",2,5,2,4,6,6
"32",4,1,4,2,5,6
"33",3,4,3,6,3,6
"34",3,4,1,1,6,2
"35",2,2,1,6,3,1
"36",5,6,6,2,6,3
"37",4,1,2,3,1,2
"38",3,3,6,6,6,4
"39",6,2,6,5,4,6
"40",3,1,6,1,4,1
"41",6,2,3,3,6,5
"42",2,5,6,5,2,2
