"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,4,1,2,1,2,2,4,4,2
"2",4,2,1,4,2,3,3,4,1,2
"3",3,2,3,1,1,4,4,1,2,2
"4",1,2,4,2,2,1,4,4,2,3
"5",1,2,2,1,3,4,2,4,3,1
"6",3,4,4,2,3,3,4,1,3,1
"7",3,1,1,3,4,2,1,1,2,4
"8",2,3,1,2,4,4,4,3,4,3
"9",1,3,3,1,4,2,3,1,4,2
"10",1,1,1,3,3,3,4,2,1,3
"11",3,3,2,4,4,1,4,2,1,2
"12",1,1,4,4,1,2,2,2,3,2
"13",2,3,4,3,1,4,3,3,1,1
"14",2,4,1,1,2,1,3,2,3,4
"15",2,2,1,4,3,1,1,3,3,1
"16",4,2,4,2,4,4,2,2,3,4
"17",1,3,2,2,1,3,1,3,1,4
"18",4,2,2,3,1,1,3,1,4,3
"19",4,4,3,1,3,2,1,2,1,3
"20",4,3,2,3,2,4,1,2,4,1
"21",1,4,2,4,2,4,2,1,2,3
"22",2,4,3,3,4,3,1,4,2,2
"23",2,1,3,4,3,3,3,4,4,4
"24",4,4,3,4,1,2,4,3,3,4
"25",3,3,4,3,3,1,2,4,2,4
"26",4,1,2,1,4,2,3,3,2,1
"27",2,1,3,2,2,1,2,1,1,1
"28",3,1,4,1,2,3,1,3,4,3
