"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,1,6,2,4,2,4,3,5
"2",2,6,5,1,3,3,5,6,4
"3",1,5,6,3,4,5,6,1,3
"4",4,4,6,4,6,1,3,6,6
"5",3,2,4,1,1,5,3,1,6
"6",1,5,4,4,1,2,2,4,1
"7",4,6,4,6,5,3,2,1,4
"8",2,1,2,3,2,6,2,6,3
"9",4,2,1,3,1,4,6,5,5
"10",2,5,2,2,5,3,1,3,6
"11",6,2,2,6,3,4,3,3,1
"12",6,5,5,4,2,4,5,2,6
"13",5,3,6,5,2,6,1,4,4
"14",6,2,4,5,5,2,6,6,3
"15",1,1,3,6,4,5,4,5,6
"16",1,2,5,1,6,4,2,4,3
"17",6,3,3,1,3,2,1,5,5
"18",1,3,1,5,2,2,3,1,4
"19",5,1,3,4,6,3,5,1,2
"20",3,1,5,3,3,1,1,2,2
"21",5,6,2,2,1,1,4,2,3
"22",3,3,1,2,5,1,5,4,1
"23",4,5,1,5,4,4,1,6,2
"24",3,4,6,6,1,3,4,5,2
"25",3,6,2,4,6,6,5,4,5
"26",4,4,3,1,2,6,6,3,2
"27",5,6,4,2,4,5,3,5,1
"28",6,4,1,3,6,5,2,2,4
"29",2,4,3,6,3,1,6,3,5
"30",2,3,5,5,5,6,4,2,1
