"","V1","V2","V3","V4"
"1",1,3,2,2
"2",3,2,2,3
"3",2,2,1,3
"4",2,1,3,3
"5",3,2,3,2
"6",3,2,3,3
"7",1,1,1,2
"8",3,1,2,2
"9",1,2,3,1
"10",2,3,1,1
"11",2,2,2,2
"12",1,2,2,1
"13",1,2,1,3
"14",3,1,1,2
"15",1,1,2,3
"16",2,1,3,2
"17",3,1,1,3
"18",2,3,3,1
"19",2,2,2,2
"20",2,2,2,2
"21",3,3,2,1
"22",2,3,2,3
"23",1,3,3,2
"24",2,1,1,1
"25",1,2,3,3
"26",2,1,1,3
"27",2,3,3,3
"28",3,3,1,2
"29",2,2,2,2
"30",2,2,3,1
"31",1,3,2,1
"32",1,1,1,1
"33",1,1,3,1
"34",2,2,2,2
"35",3,2,1,1
"36",3,3,3,2
"37",1,2,1,2
"38",1,3,1,3
"39",3,1,3,1
"40",1,3,3,3
"41",1,3,1,1
"42",1,1,2,3
"43",3,1,3,3
"44",3,2,1,1
"45",3,3,2,3
"46",2,1,2,1
"47",3,3,1,3
"48",1,1,3,2
"49",3,3,3,1
"50",2,3,1,2
"51",3,1,2,1
