"","V1","V2","V3","V4","V5","V6"
"1",1,4,2,3,1,1
"2",2,3,4,4,2,1
"3",2,4,4,2,1,2
"4",1,2,4,1,4,3
"5",4,3,3,1,3,2
"6",3,3,3,2,1,4
"7",2,1,2,1,4,4
"8",3,2,2,4,1,4
"9",2,3,2,2,3,4
"10",2,3,1,1,1,3
"11",4,1,4,2,3,3
"12",1,4,3,1,2,4
"13",1,3,2,3,4,2
"14",3,4,4,3,3,4
"15",4,4,1,2,4,3
"16",2,1,3,3,4,1
"17",1,1,1,2,2,2
"18",4,2,3,3,4,4
"19",1,2,4,4,3,2
"20",3,2,1,4,4,1
"21",2,4,1,1,3,1
"22",2,1,4,3,2,4
"23",1,2,3,2,3,1
"24",3,2,3,1,1,1
"25",3,4,2,4,2,3
"26",2,4,3,4,4,3
"27",1,3,1,4,3,4
"28",4,4,3,4,2,2
"29",3,1,4,1,2,2
"30",4,1,2,4,3,2
"31",4,2,1,1,2,4
"32",3,1,1,3,3,3
"33",4,3,1,3,2,1
"34",1,2,2,2,2,3
"35",4,1,2,2,1,1
"36",4,3,4,3,1,3
"37",1,1,3,4,1,3
"38",3,3,4,2,4,1
"39",3,4,2,1,4,2
"40",2,2,1,3,1,2
