"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,3,3,1,3,2,1,2
"2",1,3,2,3,2,1,2,3
"3",2,1,2,1,1,1,1,2
"4",3,1,2,2,1,3,3,2
"5",3,3,1,2,2,3,1,3
"6",2,1,1,1,3,3,2,1
"7",2,3,2,2,3,1,1,1
"8",3,2,3,1,1,3,2,2
"9",1,1,2,1,2,3,2,3
"10",2,1,1,3,1,2,3,3
"11",3,3,3,3,2,2,3,1
"12",3,2,1,3,1,1,2,1
"13",3,1,3,3,3,2,1,3
"14",1,2,3,3,1,3,1,1
"15",3,2,1,1,3,1,3,3
"16",1,1,3,2,3,1,3,1
"17",1,1,1,2,2,1,1,2
"18",2,2,2,2,2,2,2,2
"19",1,3,1,1,1,2,3,1
"20",2,3,3,2,1,1,2,3
"21",1,2,1,3,3,2,2,2
"22",2,2,3,2,2,3,3,3
"23",3,2,2,1,2,2,1,1
"24",2,3,2,3,3,3,3,2
