"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,9,12,1,11,7,1,1,8,12,8
"2",3,7,6,6,5,1,5,13,4,6,15
"3",12,12,3,15,7,10,2,5,9,5,13
"4",8,14,15,3,4,13,10,9,6,1,10
"5",15,8,10,7,15,15,6,14,13,9,11
"6",9,4,4,5,3,12,4,8,10,15,1
"7",11,10,7,4,13,2,14,6,11,4,2
"8",4,6,5,11,14,14,8,3,3,3,6
"9",13,1,2,2,9,8,12,12,1,8,7
"10",6,15,1,10,10,3,9,10,15,13,9
"11",7,2,13,12,8,5,3,11,12,2,4
"12",10,5,14,13,12,6,11,7,5,14,14
"13",5,3,9,8,1,9,15,2,14,7,12
"14",2,11,8,14,6,11,13,15,7,11,3
"15",14,13,11,9,2,4,7,4,2,10,5
