"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,12,13,6,17,15,9,15,6,2
"2",14,6,2,10,16,8,10,2,5,16
"3",11,17,8,17,1,9,1,16,15,17
"4",13,2,11,11,10,13,2,4,11,5
"5",5,8,4,14,14,12,6,13,13,9
"6",17,7,17,1,15,3,17,9,14,4
"7",2,13,14,13,2,6,11,1,12,7
"8",10,14,5,2,11,16,13,3,17,11
"9",7,4,15,7,5,11,8,7,16,15
"10",4,16,3,9,8,10,16,8,9,1
"11",16,10,10,15,4,14,14,10,7,13
"12",1,3,1,3,3,17,4,11,4,6
"13",12,5,7,5,7,5,12,14,10,8
"14",15,15,16,8,9,7,5,12,2,10
"15",3,11,9,4,13,4,3,6,8,14
"16",6,1,12,12,12,1,15,17,3,12
"17",9,9,6,16,6,2,7,5,1,3
