"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,1,17,5,17,1,13,9,1,7,17,7,1,9,11,9
"2",4,16,15,10,13,16,4,2,8,15,10,14,5,3,10,10
"3",10,15,14,6,9,4,5,10,16,6,9,17,14,17,4,3
"4",11,11,4,4,6,12,12,7,6,16,3,16,3,11,15,4
"5",7,8,5,7,16,15,15,5,10,12,8,3,15,16,1,13
"6",9,14,6,12,2,17,8,17,2,1,14,9,7,13,2,8
"7",17,17,9,1,5,8,17,1,3,8,6,11,13,7,7,12
"8",5,6,3,9,4,3,16,15,15,14,11,10,12,5,12,5
"9",6,9,11,17,1,13,1,11,5,9,1,6,17,1,9,1
"10",13,3,8,16,15,11,14,13,11,4,7,15,6,4,5,6
"11",1,2,13,8,3,10,6,3,12,3,5,4,10,12,16,7
"12",3,13,7,3,11,6,11,12,7,5,13,1,9,2,17,17
"13",15,4,10,2,8,14,3,14,14,10,12,8,4,15,13,14
"14",16,7,12,13,7,5,9,4,9,13,15,2,2,6,3,2
"15",14,12,16,11,14,9,10,16,17,17,2,5,11,10,8,16
"16",2,5,1,15,10,2,7,8,4,11,4,13,8,14,6,15
"17",12,10,2,14,12,7,2,6,13,2,16,12,16,8,14,11
