"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",6,9,1,1,7,12,17,17,9,3,1
"2",11,1,2,16,8,6,4,4,4,17,4
"3",13,8,6,14,13,11,10,5,10,4,12
"4",8,10,7,11,5,3,16,8,3,11,13
"5",7,11,14,17,17,14,1,6,17,10,17
"6",12,17,10,3,11,7,2,15,7,8,14
"7",1,6,15,15,4,9,7,16,8,14,11
"8",15,12,8,6,3,13,5,9,11,13,3
"9",10,3,16,4,6,8,11,7,16,7,7
"10",5,7,11,10,10,2,3,11,13,2,6
"11",3,4,4,5,14,15,6,10,2,9,9
"12",9,16,5,13,9,17,12,14,15,15,8
"13",14,2,12,9,1,16,13,12,5,1,16
"14",16,13,17,12,15,4,9,13,1,6,2
"15",4,14,13,8,12,10,14,3,6,12,5
"16",2,15,3,7,2,5,8,2,14,5,15
"17",17,5,9,2,16,1,15,1,12,16,10
