"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",13,13,16,13,4,15,13,15,6,8,4,8,11,4,13
"2",6,16,5,3,3,10,12,4,16,11,3,9,6,11,4
"3",7,6,6,9,17,9,8,14,2,1,1,6,15,1,5
"4",2,4,15,11,13,3,10,7,12,5,2,10,7,14,15
"5",9,9,9,14,12,17,1,16,17,12,17,11,9,15,1
"6",15,5,10,4,6,13,3,12,8,4,5,15,3,13,6
"7",11,10,17,1,15,4,4,2,5,13,6,2,12,12,9
"8",14,2,3,7,16,14,11,5,7,17,16,12,8,7,10
"9",4,14,11,6,14,12,5,13,11,14,10,5,4,5,16
"10",1,11,1,8,10,1,17,17,1,9,8,17,5,8,8
"11",17,17,8,10,1,2,6,11,15,2,15,1,10,9,11
"12",12,12,12,5,11,6,15,6,13,3,11,13,13,3,3
"13",16,15,7,16,9,8,9,8,3,15,7,14,17,16,17
"14",10,1,2,17,8,7,2,1,14,7,9,7,1,2,12
"15",5,8,4,2,7,16,16,9,9,6,13,3,14,17,14
"16",8,3,13,12,5,5,14,10,4,16,12,4,2,10,2
"17",3,7,14,15,2,11,7,3,10,10,14,16,16,6,7
