"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,17,7,1,12,8,6,7,11,10,16,1,6,5
"2",5,11,6,11,9,1,1,1,16,1,8,7,11,1
"3",2,9,10,9,17,12,4,16,4,16,10,6,2,15
"4",6,15,15,14,15,5,11,3,3,7,2,10,5,10
"5",11,6,3,7,13,6,5,12,12,3,3,14,7,14
"6",17,10,5,16,14,11,12,8,8,15,5,12,13,4
"7",8,4,4,6,4,4,13,10,2,14,14,9,4,2
"8",3,12,8,2,3,7,15,14,5,4,7,16,15,9
"9",16,5,16,15,6,9,7,13,1,2,11,3,9,6
"10",7,8,17,5,2,10,9,5,15,13,4,2,14,16
"11",4,7,14,13,8,17,17,9,13,17,17,15,8,11
"12",15,16,12,8,5,3,3,6,7,12,12,13,12,13
"13",14,3,9,3,16,13,14,4,17,5,13,8,10,12
"14",10,14,2,12,10,15,10,11,6,6,15,5,16,17
"15",9,1,1,17,1,14,2,2,9,9,9,17,1,8
"16",12,2,11,10,11,2,16,17,10,11,1,4,17,7
"17",13,13,13,4,7,16,8,15,14,8,6,11,3,3
