"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,1,1,4,4,4,2,3,2,3,3
"2",2,2,2,1,4,3,1,1,3,2,3
"3",3,1,1,2,1,1,2,1,3,2,3
"4",3,2,2,1,1,3,2,3,4,4,1
"5",2,2,4,2,1,1,3,4,3,3,2
"6",4,4,2,3,1,2,3,4,2,2,1
"7",1,3,4,2,2,2,2,1,4,1,1
"8",1,1,2,2,2,1,3,1,1,4,2
"9",3,2,1,3,2,3,3,4,1,4,4
"10",2,4,4,3,1,4,4,3,4,2,3
"11",3,4,3,1,3,1,4,1,4,2,2
"12",2,1,1,1,3,2,1,4,2,3,1
"13",2,2,3,4,4,1,3,3,3,1,1
"14",4,3,3,4,2,3,3,1,1,1,4
"15",1,4,3,4,2,3,2,4,3,3,1
"16",2,3,3,3,1,4,2,1,2,4,2
"17",4,4,1,2,2,3,4,3,3,4,2
"18",4,2,1,1,3,1,2,3,1,1,2
"19",1,1,3,1,1,3,4,3,2,1,3
"20",1,3,4,2,3,3,3,3,1,3,4
"21",4,1,3,3,4,3,3,1,4,3,1
"22",2,4,3,1,4,2,2,3,1,4,4
"23",4,3,2,3,3,1,1,2,3,4,1
"24",4,3,4,1,3,4,2,4,3,1,2
"25",4,2,4,4,2,1,1,3,4,4,3
"26",4,3,4,1,2,2,4,1,2,3,3
"27",3,4,4,4,4,2,1,1,2,3,2
"28",4,4,2,2,1,4,1,2,1,3,3
"29",1,3,1,4,1,2,1,3,1,2,2
"30",2,3,2,4,3,1,4,4,2,4,3
"31",2,1,4,2,2,3,1,2,2,2,1
"32",3,2,3,4,1,2,4,2,1,3,1
"33",3,3,1,2,4,4,4,2,2,1,1
"34",3,1,4,1,3,4,3,2,3,4,4
"35",1,2,2,4,2,4,4,1,3,3,4
"36",1,3,3,2,4,4,1,4,4,4,3
"37",3,4,3,2,2,1,1,4,2,1,4
"38",2,2,2,3,3,4,1,1,1,1,3
"39",1,4,1,3,4,2,3,3,3,1,3
"40",1,4,2,1,3,4,3,2,1,2,1
"41",2,3,1,1,1,1,3,2,4,3,4
"42",1,1,1,3,3,2,4,2,4,4,2
"43",3,1,4,3,4,3,4,4,1,2,2
"44",4,2,2,2,4,2,4,4,4,2,4
"45",3,4,1,4,3,3,2,2,4,2,4
"46",1,2,4,3,4,1,2,2,2,2,4
"47",2,1,2,4,2,4,2,4,4,1,2
"48",3,1,3,3,1,2,1,2,3,1,4
