"","V1","V2","V3","V4","V5"
"1",1,4,2,2,4
"2",1,4,1,3,2
"3",2,3,1,1,4
"4",4,4,2,4,4
"5",3,4,3,4,3
"6",1,2,1,1,3
"7",2,1,3,4,3
"8",3,4,1,3,3
"9",3,3,1,4,1
"10",3,2,2,1,3
"11",2,2,4,2,3
"12",1,3,2,3,3
"13",2,4,4,1,4
"14",3,3,3,3,4
"15",2,1,2,2,1
"16",4,1,3,1,4
"17",4,1,1,4,3
"18",2,3,2,4,1
"19",3,2,3,2,2
"20",1,3,4,4,4
"21",3,1,4,4,2
"22",4,3,4,2,2
"23",3,4,2,1,1
"24",4,3,1,1,2
"25",3,1,4,1,1
"26",4,2,1,2,1
"27",4,4,4,3,1
"28",1,1,4,3,3
"29",2,4,1,2,2
"30",2,4,4,4,2
"31",4,4,3,1,3
"32",2,2,1,4,4
"33",4,2,3,4,1
"34",1,2,4,1,2
"35",2,1,2,1,2
"36",3,1,1,2,4
"37",2,3,3,3,2
"38",1,2,2,4,2
"39",4,3,2,2,3
"40",4,1,2,3,2
"41",1,1,3,2,4
"42",2,2,3,3,1
"43",3,3,4,2,3
"44",3,2,2,3,4
"45",4,2,4,3,4
"46",1,3,3,1,1
"47",1,1,1,3,1
"48",1,4,3,2,1
