"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,2,1,1,4,2,1,1,3,4,1,2,3
"2",1,2,3,4,4,3,2,1,2,1,1,3,1,2
"3",2,1,4,1,2,3,1,1,2,3,1,2,2,4
"4",2,3,1,2,2,4,1,1,3,2,3,4,4,1
"5",4,1,2,3,3,4,2,4,4,1,3,2,3,4
"6",4,1,3,4,3,4,4,1,3,3,2,3,4,2
"7",4,4,4,2,3,1,2,1,1,2,2,3,3,4
"8",3,2,1,4,4,3,3,4,4,2,2,1,2,1
"9",1,3,2,3,1,2,3,1,4,4,2,4,3,4
"10",1,4,1,3,2,3,1,4,1,2,2,3,1,2
"11",4,3,3,3,4,2,4,4,1,3,1,1,2,3
"12",2,1,2,2,3,4,3,2,1,1,4,4,1,3
"13",1,2,3,3,2,4,3,3,1,2,1,1,4,4
"14",2,4,2,2,3,1,4,1,2,4,2,1,1,1
"15",3,2,4,1,3,4,3,4,2,4,1,2,3,1
"16",1,1,1,2,1,1,4,3,3,3,1,2,3,2
"17",2,2,2,4,2,1,4,4,3,2,4,3,4,4
"18",2,3,4,4,1,4,2,3,3,4,2,1,1,2
"19",4,4,2,1,2,2,1,2,4,4,1,2,4,2
"20",3,4,4,4,2,3,2,1,4,2,4,4,3,3
"21",2,3,4,2,4,3,4,2,4,3,3,1,4,4
"22",2,4,4,3,3,2,3,3,4,1,1,3,4,1
"23",3,1,3,4,2,1,1,4,4,3,3,2,1,3
"24",4,1,2,4,1,2,2,3,1,2,1,4,2,1
"25",1,1,4,2,4,2,1,3,2,2,4,1,3,2
"26",1,2,4,4,3,1,4,2,2,4,3,4,2,3
"27",1,4,2,1,4,4,2,4,3,3,2,4,3,3
"28",2,4,3,1,1,2,3,4,2,2,4,2,1,4
"29",4,2,2,1,4,2,1,2,3,3,4,3,1,1
"30",1,3,1,1,3,1,2,3,4,1,3,1,2,3
"31",4,3,1,3,3,1,3,4,2,3,4,4,4,2
"32",3,4,2,1,4,3,4,3,1,1,3,2,4,2
"33",4,4,1,4,1,3,3,2,2,4,3,1,3,3
"34",2,2,3,1,1,1,1,3,1,4,3,3,3,2
"35",3,2,1,2,3,3,2,3,3,4,1,4,1,4
"36",1,3,1,4,3,3,1,2,1,3,4,2,3,1
"37",4,3,1,2,1,4,4,2,4,2,1,3,1,3
"38",4,2,4,3,2,2,3,1,3,1,4,1,1,2
"39",2,3,2,4,4,1,1,2,3,1,1,2,2,4
"40",1,1,3,2,2,3,3,4,4,4,4,3,2,1
"41",3,1,3,1,4,1,3,1,4,2,2,4,2,2
"42",3,3,3,3,1,1,2,2,2,1,2,1,4,1
"43",3,4,3,3,4,4,1,3,2,4,4,3,2,4
"44",4,2,4,2,1,3,1,4,3,1,2,4,4,3
"45",2,1,1,3,4,2,2,1,1,4,3,2,4,3
"46",3,1,1,1,2,2,4,2,2,1,2,3,3,4
"47",3,3,4,2,2,2,4,3,1,3,3,4,1,1
"48",1,4,3,3,1,4,4,2,3,1,3,2,2,1
