"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,4,3,3,1,4,1,4
"2",1,2,2,3,4,3,3,3,4
"3",1,3,4,2,3,4,2,3,3
"4",2,3,1,4,4,2,4,1,3
"5",2,2,4,2,2,1,2,4,1
"6",4,1,3,2,1,2,1,2,1
"7",1,4,3,2,2,2,1,1,4
"8",1,1,4,4,1,3,3,2,3
"9",1,4,4,1,1,2,4,3,3
"10",1,1,3,2,4,1,3,1,2
"11",3,3,4,4,2,2,2,1,2
"12",4,4,2,1,4,3,1,3,2
"13",3,4,4,4,1,3,2,3,1
"14",2,1,3,3,2,4,4,3,4
"15",3,1,1,1,2,1,3,3,3
"16",3,4,2,4,3,3,4,2,4
"17",3,2,2,2,1,4,4,1,2
"18",4,2,2,4,2,1,1,3,4
"19",1,3,2,3,1,4,1,3,2
"20",2,4,2,2,4,4,4,4,1
"21",4,4,3,3,2,4,3,1,3
"22",2,1,2,2,1,2,2,4,4
"23",2,1,4,1,3,3,1,1,2
"24",4,4,1,2,1,2,3,2,4
"25",3,1,3,4,4,2,1,4,3
"26",1,2,1,1,2,3,4,4,2
"27",3,1,2,3,4,2,3,3,1
"28",2,2,1,4,1,1,2,2,3
"29",1,2,1,3,3,2,1,2,1
"30",2,3,3,1,4,1,3,4,4
"31",1,1,2,1,3,4,2,2,4
"32",4,3,4,3,3,3,2,4,4
"33",2,2,3,4,4,4,2,1,1
"34",4,1,1,4,3,4,3,4,2
"35",1,4,3,4,3,2,3,4,2
"36",3,3,4,1,2,4,3,2,1
"37",2,4,1,3,2,3,1,4,3
"38",4,3,2,1,3,1,2,1,3
"39",3,2,3,1,1,4,1,4,3
"40",2,4,4,3,4,1,1,2,2
"41",1,3,2,4,2,1,4,2,1
"42",4,1,1,3,2,3,2,1,2
"43",2,3,1,1,1,3,3,1,1
"44",3,3,1,2,4,4,1,2,4
"45",4,2,4,2,4,3,4,2,3
"46",3,4,1,2,3,1,2,3,1
"47",4,2,3,1,3,2,4,3,1
"48",4,3,3,3,1,1,4,4,2
