"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,2,4,3,1,2,4,1,3,3,4,3,4,2,1
"2",4,3,3,1,1,1,3,2,3,4,3,4,3,3,1
"3",1,4,3,2,3,4,3,2,2,1,4,4,3,4,3
"4",1,2,4,2,4,4,4,2,1,4,3,2,2,3,2
"5",2,4,4,3,4,3,1,1,2,2,3,3,3,1,3
"6",2,2,4,3,2,1,3,2,4,1,1,2,2,4,4
"7",4,1,2,1,2,1,4,4,2,3,3,2,1,4,3
"8",3,2,4,2,1,1,1,3,2,2,4,1,4,3,3
"9",2,2,2,1,4,2,2,4,4,4,3,4,4,1,3
"10",3,3,4,1,4,2,4,3,3,1,1,3,3,4,2
"11",2,4,3,1,2,1,4,2,1,2,2,2,4,1,4
"12",2,1,1,2,3,2,3,3,3,1,3,1,4,4,1
"13",4,1,2,4,1,4,3,2,3,1,2,3,4,1,3
"14",3,4,1,1,4,4,3,2,3,3,1,1,2,2,4
"15",1,3,2,1,3,3,1,1,4,2,1,1,4,3,2
"16",3,4,1,2,2,3,1,3,4,4,4,3,2,4,1
"17",2,4,2,3,4,1,3,2,2,4,4,1,1,2,2
"18",4,2,1,2,3,1,2,1,2,4,1,2,3,1,1
"19",1,1,3,2,4,1,1,3,3,3,2,4,1,3,2
"20",1,4,3,4,3,2,2,3,4,1,3,2,1,1,1
"21",1,2,1,1,1,4,2,3,2,1,2,3,2,3,4
"22",2,3,4,2,1,2,1,4,4,3,1,3,1,2,4
"23",4,2,2,4,4,2,1,2,1,2,2,1,1,4,3
"24",3,2,3,4,4,3,4,4,2,1,3,1,4,2,4
"25",1,4,2,3,2,3,4,4,3,4,2,4,3,3,4
"26",4,4,4,2,1,3,3,1,1,1,2,2,1,3,2
"27",1,3,1,3,4,1,3,4,1,2,2,3,4,2,1
"28",2,3,4,4,3,4,2,3,4,4,2,2,4,4,3
"29",1,1,1,4,2,3,1,2,3,3,4,2,3,2,4
"30",3,3,2,2,1,4,4,4,4,2,4,2,3,1,2
"31",3,3,2,3,1,2,1,2,2,1,1,4,2,1,1
"32",4,1,3,2,4,3,3,1,4,3,4,3,3,4,4
"33",3,3,1,4,3,1,4,1,4,2,3,4,2,3,3
"34",3,2,3,1,2,4,1,1,3,4,3,1,1,1,3
"35",1,1,4,1,2,3,3,4,2,3,2,1,2,1,1
"36",4,2,4,3,4,4,2,2,4,2,2,4,1,2,1
"37",2,1,2,1,3,1,2,1,1,1,4,3,2,2,2
"38",3,1,1,3,1,2,4,3,4,4,2,1,2,2,2
"39",4,4,3,4,2,1,2,4,3,2,1,1,3,2,2
"40",2,3,2,4,2,4,4,1,2,3,1,3,1,4,1
"41",4,4,2,1,2,4,1,3,1,3,3,4,4,2,2
"42",4,3,4,4,3,2,3,3,1,4,4,3,2,1,4
"43",1,4,1,3,1,2,2,1,1,3,3,1,3,4,3
"44",4,3,1,3,3,3,2,4,3,1,4,2,1,3,4
"45",3,1,3,3,3,4,1,4,1,3,1,2,3,3,1
"46",2,1,1,2,3,3,4,3,1,2,1,4,1,1,3
"47",3,1,3,4,2,2,2,1,2,4,1,4,4,3,4
"48",2,2,3,4,1,3,2,4,1,2,4,4,2,4,2
