"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,4,4,4,3,3
"2",1,4,1,4,4,2,3
"3",3,3,1,1,1,4,2
"4",4,2,1,2,2,3,4
"5",2,1,4,2,3,2,2
"6",2,3,4,3,2,1,3
"7",3,2,4,4,2,3,1
"8",1,4,3,2,1,2,2
"9",2,4,2,2,4,1,1
"10",1,1,2,2,1,3,4
"11",4,3,4,2,1,2,1
"12",2,2,1,2,1,1,1
"13",2,1,1,4,2,2,2
"14",1,2,1,1,4,3,2
"15",3,2,2,3,3,2,3
"16",3,1,4,1,1,1,3
"17",1,2,4,1,2,2,4
"18",4,2,2,3,1,2,3
"19",1,3,1,4,2,4,3
"20",4,2,3,2,4,1,3
"21",1,4,3,1,3,3,3
"22",1,1,3,3,3,1,4
"23",4,4,3,4,2,2,4
"24",4,3,4,3,4,3,4
"25",3,1,1,2,3,4,4
"26",3,4,3,3,4,4,1
"27",1,3,4,2,4,4,2
"28",2,3,1,1,3,1,4
"29",4,1,3,4,1,4,2
"30",2,1,3,1,2,4,3
"31",1,1,2,3,2,4,1
"32",2,3,2,3,3,2,2
"33",3,1,2,1,4,2,1
"34",1,3,3,3,1,3,1
"35",3,4,4,4,3,1,2
"36",2,4,4,3,1,4,4
"37",1,2,3,4,3,1,1
"38",4,3,1,4,3,3,1
"39",3,4,1,3,1,3,3
"40",4,2,4,1,3,4,1
"41",4,4,2,1,2,1,2
"42",3,3,2,4,1,1,4
"43",3,2,3,2,2,3,2
"44",4,1,1,3,4,1,2
"45",2,4,2,1,2,3,1
"46",4,4,2,2,3,4,3
"47",2,2,2,4,4,4,4
"48",3,3,3,1,4,2,4
