"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,1,3,2,2,2,4,2,1,2,3,1,4
"2",1,3,3,1,3,2,4,4,1,3,2,4,2
"3",3,2,3,4,3,3,2,1,3,1,1,1,4
"4",2,4,3,2,1,3,3,1,1,3,4,1,1
"5",4,4,4,1,4,3,4,2,3,1,3,3,2
"6",2,1,1,3,1,3,1,3,2,4,3,1,4
"7",3,2,4,1,1,3,1,4,1,2,4,3,2
"8",2,1,2,1,4,4,3,2,1,4,2,3,1
"9",1,2,4,3,3,4,4,3,2,2,1,1,1
"10",1,4,2,4,2,1,1,4,4,2,3,3,3
"11",3,4,2,3,3,4,2,4,3,4,3,4,1
"12",2,4,2,2,1,4,4,2,4,1,2,4,4
"13",4,2,4,1,2,4,2,1,2,4,2,4,3
"14",2,2,2,4,4,2,4,4,2,1,4,2,2
"15",4,2,1,3,4,4,3,4,2,2,3,3,4
"16",2,1,3,3,3,1,4,1,4,2,1,3,2
"17",4,3,4,3,1,2,2,4,4,1,2,1,2
"18",2,2,1,2,2,1,2,4,2,1,1,3,1
"19",4,3,3,4,3,1,1,3,1,4,3,1,2
"20",3,1,4,3,4,2,2,1,1,3,3,2,1
"21",3,4,3,4,2,4,1,2,2,1,4,2,3
"22",4,3,1,1,3,2,2,1,4,3,4,3,4
"23",3,2,1,4,1,1,4,2,1,3,2,4,3
"24",1,1,3,1,2,4,3,4,3,3,1,2,4
"25",4,1,2,2,4,2,1,3,3,1,1,4,3
"26",1,1,2,3,2,3,2,1,1,1,4,4,3
"27",1,4,1,2,2,2,3,3,2,4,4,4,2
"28",3,2,1,1,2,3,4,3,4,1,3,1,1
"29",2,1,1,1,3,1,1,2,3,2,4,2,3
"30",2,4,4,4,2,3,3,3,1,2,1,3,4
"31",1,3,4,1,1,1,3,1,2,1,3,2,3
"32",4,4,1,4,3,2,3,1,2,2,2,2,1
"33",4,3,3,3,1,1,3,3,3,2,4,4,1
"34",4,3,2,2,1,3,4,4,2,4,1,2,3
"35",3,1,3,4,3,3,3,4,4,4,2,4,3
"36",1,2,2,2,1,1,2,1,4,4,2,1,2
"37",2,4,1,3,4,2,3,2,3,3,1,1,3
"38",1,3,2,4,4,3,4,1,3,4,3,2,4
"39",2,3,4,2,4,4,2,4,4,3,4,1,3
"40",3,4,2,1,4,1,2,3,1,2,2,1,4
"41",4,1,2,4,2,4,3,2,4,3,4,2,2
"42",3,4,3,1,2,2,1,2,4,4,1,2,1
"43",3,3,1,3,1,4,1,1,3,3,1,3,2
"44",1,3,1,2,3,4,1,3,1,1,2,2,2
"45",3,2,4,2,3,1,4,3,3,4,4,3,4
"46",1,1,4,4,1,2,2,3,3,3,2,3,1
"47",2,3,4,3,4,1,1,2,2,3,1,4,4
"48",1,2,3,2,4,3,1,2,4,2,3,4,1
