"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,4,1,4,1,1,3
"2",1,2,2,2,3,4,1,1
"3",1,4,1,3,4,3,1,2
"4",3,2,4,2,1,3,2,3
"5",4,4,2,2,1,3,3,1
"6",3,1,2,2,1,1,1,4
"7",4,3,3,3,1,1,3,4
"8",4,3,4,4,2,4,1,2
"9",1,2,3,4,3,1,1,4
"10",1,3,4,2,4,2,2,4
"11",2,2,1,4,1,4,2,1
"12",1,2,3,1,2,3,4,3
"13",3,4,3,3,4,4,4,4
"14",3,1,2,1,3,3,2,2
"15",4,3,1,2,4,4,2,2
"16",4,1,3,3,4,2,1,1
"17",2,3,2,1,4,3,4,1
"18",2,3,3,1,1,2,1,1
"19",2,4,3,4,3,3,2,2
"20",4,1,4,1,2,2,3,3
"21",1,3,1,2,2,4,3,4
"22",1,3,3,3,3,2,4,1
"23",2,2,4,3,2,3,3,4
"24",2,2,1,2,4,1,4,3
"25",1,4,2,4,2,1,4,3
"26",4,4,4,2,3,1,4,2
"27",3,3,1,4,3,1,3,1
"28",4,4,2,4,4,2,2,3
"29",4,2,3,1,3,4,2,4
"30",2,4,4,3,2,1,2,1
"31",3,2,2,3,3,2,3,2
"32",3,1,3,2,2,4,4,1
"33",4,2,1,3,2,1,1,2
"34",2,1,4,4,1,2,4,2
"35",1,1,2,4,4,4,3,3
"36",3,3,2,4,2,2,2,4
"37",1,1,2,1,2,1,2,1
"38",3,3,2,3,1,4,4,3
"39",1,4,4,1,1,4,3,2
"40",2,4,1,1,3,2,3,4
"41",4,1,1,4,3,3,4,4
"42",2,4,3,2,1,3,1,4
"43",4,2,1,1,1,2,4,2
"44",2,1,4,3,3,4,1,3
"45",3,2,4,4,4,3,3,1
"46",3,4,1,1,2,3,1,3
"47",1,1,1,3,1,2,2,3
"48",2,1,3,2,4,1,3,2
