"","V1","V2","V3","V4","V5","V6"
"1",1,4,1,3,3,3
"2",3,2,3,2,2,1
"3",3,4,4,3,2,4
"4",2,2,1,1,3,4
"5",4,3,3,1,3,4
"6",2,3,2,4,2,4
"7",1,2,2,4,4,2
"8",3,2,2,1,1,4
"9",4,1,1,4,2,3
"10",3,2,1,4,4,1
"11",1,1,1,2,4,3
"12",4,4,1,2,2,4
"13",3,1,4,2,1,1
"14",4,2,4,2,3,2
"15",3,1,3,4,2,2
"16",4,2,1,2,1,2
"17",4,1,2,1,3,1
"18",1,4,3,1,2,1
"19",3,4,1,1,4,2
"20",1,2,4,1,2,3
"21",3,3,3,1,4,3
"22",1,1,3,3,3,2
"23",3,3,2,2,3,3
"24",2,3,1,2,3,1
"25",2,1,2,1,2,3
"26",4,1,2,3,4,4
"27",2,3,4,3,2,2
"28",1,3,1,4,1,4
"29",3,1,4,4,3,4
"30",1,4,4,4,3,1
"31",1,1,3,2,1,4
"32",2,4,3,4,4,3
"33",4,3,4,3,4,1
"34",2,2,4,4,1,3
"35",1,3,4,2,4,4
"36",4,4,4,1,1,3
"37",1,2,2,3,2,1
"38",4,3,3,4,1,1
"39",2,1,1,3,1,1
"40",2,1,4,1,4,2
"41",2,4,2,2,4,1
"42",3,3,1,3,2,2
"43",4,4,2,4,3,2
"44",1,3,2,1,1,2
"45",3,4,2,3,1,3
"46",2,4,3,2,1,2
"47",4,2,3,3,4,3
"48",2,2,3,3,3,4
