"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,1,8,23,15,23,18,21,15,7
"2",21,18,15,19,13,14,13,19,22,21
"3",19,22,19,22,23,3,1,9,6,17
"4",16,5,22,17,19,17,10,4,13,13
"5",11,12,17,5,16,5,7,7,21,8
"6",20,8,4,10,10,21,23,8,20,14
"7",17,17,21,6,4,12,22,23,2,9
"8",23,14,13,14,17,1,19,1,10,1
"9",9,20,20,11,11,20,5,16,11,4
"10",4,10,14,7,22,19,3,22,16,19
"11",22,3,12,3,6,13,6,12,9,11
"12",10,15,2,4,18,16,17,15,7,16
"13",6,21,10,16,20,11,21,11,18,10
"14",2,6,23,1,12,6,20,13,12,23
"15",18,7,7,9,21,7,12,18,4,5
"16",1,23,6,2,1,18,11,3,23,3
"17",14,19,9,8,7,8,14,5,14,18
"18",3,16,5,18,9,4,8,20,8,12
"19",12,13,11,15,2,22,9,10,3,22
"20",7,2,3,12,14,10,4,2,1,20
"21",5,9,16,21,8,15,16,6,5,6
"22",8,4,18,13,3,2,15,17,19,15
"23",15,11,1,20,5,9,2,14,17,2
