"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",26,1,13,1,25,1,25,1,15,13,14,1,14,1,1,12,1,12,13,26,14,13
"2",6,20,17,5,9,12,4,22,4,5,7,19,7,5,23,10,6,9,21,21,16,15
"3",18,24,25,12,12,19,7,4,11,24,21,6,11,21,22,21,7,16,17,25,4,10
"4",7,5,2,17,11,4,11,9,16,6,19,9,8,24,17,6,20,5,8,22,18,4
"5",25,15,4,7,8,14,8,3,24,9,2,10,13,20,7,11,16,15,24,6,25,24
"6",20,17,15,25,2,3,13,25,1,26,25,8,6,14,6,15,11,13,2,10,15,2
"7",15,26,1,26,26,13,1,14,12,11,1,14,26,15,26,14,26,26,16,15,13,1
"8",1,14,5,2,17,24,15,12,2,20,24,18,24,18,12,2,3,14,14,19,24,8
"9",13,13,14,14,15,26,14,2,26,1,26,26,1,9,25,13,25,7,12,14,1,23
"10",24,22,22,16,10,2,16,20,18,7,17,22,20,8,9,22,23,19,19,16,23,9
"11",14,16,26,13,1,25,26,26,14,2,13,13,25,26,13,1,13,1,26,1,12,14
"12",8,21,11,22,6,20,23,11,10,16,10,3,2,17,3,24,17,6,18,18,22,20
"13",19,4,9,23,5,18,20,8,20,10,12,20,5,11,19,4,4,18,22,9,7,7
"14",11,23,7,6,18,17,21,17,8,4,22,2,10,10,8,8,21,22,5,5,9,12
"15",21,18,10,19,21,11,5,18,21,17,20,5,21,7,21,3,8,3,11,7,21,18
"16",3,8,23,9,24,21,10,16,25,18,15,4,3,3,15,16,15,24,25,13,17,5
"17",5,3,18,4,3,10,22,19,22,12,23,11,22,19,24,20,14,17,7,17,8,21
"18",23,10,6,8,22,5,19,21,5,21,11,15,9,22,18,19,24,4,20,12,6,17
"19",9,9,24,21,19,6,18,5,3,3,6,7,18,13,16,18,5,20,15,3,19,22
"20",16,19,20,11,20,7,17,13,19,19,4,21,4,23,4,5,10,23,9,23,11,25
"21",10,11,3,20,23,22,9,23,23,8,8,16,17,12,5,23,9,10,4,24,5,11
"22",12,2,12,15,13,15,2,24,7,14,16,25,12,25,14,26,2,25,1,11,26,26
"23",4,25,8,10,4,8,12,6,9,15,5,24,19,2,11,17,12,2,10,8,3,6
"24",2,6,21,24,16,9,3,15,13,25,18,23,16,16,2,7,18,11,23,4,2,16
"25",17,12,19,3,14,16,24,10,17,23,3,17,15,6,20,25,19,8,3,2,20,3
"26",22,7,16,18,7,23,6,7,6,22,9,12,23,4,10,9,22,21,6,20,10,19
