"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",5,23,2,14,12,30,1,4,16,19,6,20,13,4,29,3,16,29,22
"2",10,11,19,23,22,24,12,25,7,6,4,13,26,10,27,6,10,11,10
"3",8,15,18,8,10,7,26,12,26,21,25,23,25,12,26,26,13,20,6
"4",21,25,16,29,19,23,4,11,28,10,21,14,24,5,14,27,23,4,28
"5",27,22,10,5,25,14,7,19,12,12,3,28,22,23,21,20,21,26,8
"6",17,4,6,3,21,17,25,15,21,24,11,7,7,8,22,4,24,3,7
"7",22,26,8,10,16,27,13,28,5,27,17,17,5,9,9,23,8,22,5
"8",23,1,17,7,4,28,30,29,30,2,15,29,17,27,16,1,15,15,16
"9",19,7,29,4,2,19,14,3,18,13,27,12,21,2,12,11,6,27,11
"10",6,29,3,12,13,11,20,30,17,7,30,11,29,30,17,14,30,8,1
"11",12,8,26,13,18,8,11,27,27,17,5,24,4,19,13,10,25,21,29
"12",13,21,20,6,6,10,23,22,9,9,7,9,10,3,5,25,18,13,24
"13",1,2,23,27,8,15,5,13,13,1,12,19,14,11,7,18,29,23,4
"14",30,16,30,30,15,13,29,10,1,30,1,25,1,1,18,15,12,9,15
"15",7,9,11,2,11,20,3,14,3,11,19,3,3,26,25,17,4,16,27
"16",4,24,22,9,24,12,8,9,24,26,14,8,19,24,8,9,9,10,18
"17",14,10,1,28,28,18,6,23,19,23,28,21,9,29,3,29,14,14,13
"18",2,6,9,19,23,3,27,24,15,15,18,27,20,6,11,19,5,5,23
"19",26,13,25,15,14,1,2,20,4,16,26,5,18,17,4,2,17,2,3
"20",29,14,7,26,9,25,22,18,22,20,10,10,28,21,6,12,11,25,26
"21",9,20,13,21,5,22,19,7,10,18,22,26,6,22,10,7,22,7,9
"22",20,27,24,25,20,6,24,16,14,8,24,18,8,25,23,5,7,24,20
"23",28,5,21,11,26,26,21,5,8,22,29,16,15,18,24,21,28,12,25
"24",3,18,28,18,29,29,18,21,23,3,20,6,2,14,19,22,20,30,14
"25",11,3,14,24,17,4,17,2,6,28,9,4,23,28,15,28,19,28,17
"26",16,30,27,16,1,16,15,17,11,25,13,30,30,16,30,30,2,1,30
"27",15,28,15,20,27,21,28,1,29,14,2,1,12,15,1,16,1,19,2
"28",18,17,4,1,30,2,16,8,2,4,16,22,27,13,2,8,26,18,21
"29",25,19,12,22,3,9,9,26,20,29,23,2,16,7,28,13,27,17,19
"30",24,12,5,17,7,5,10,6,25,5,8,15,11,20,20,24,3,6,12
