"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",6,14,15,18,4,21,17,18,6,19,9,21,20,16,22,15,3,21,5,8,18,6,15
"2",21,21,22,16,16,22,14,21,21,21,19,17,16,6,10,18,18,16,20,9,9,17,22
"3",4,7,14,21,22,8,5,8,7,20,21,5,4,18,6,17,15,4,14,7,15,16,19
"4",7,22,4,4,18,18,7,11,16,3,17,7,14,22,15,22,1,19,18,6,17,10,8
"5",17,11,10,20,9,20,3,22,8,5,18,19,7,7,3,4,8,9,21,20,16,9,9
"6",8,10,6,17,17,6,18,19,20,12,5,4,5,9,16,6,4,17,16,18,22,22,20
"7",20,8,5,9,20,17,21,6,15,22,7,20,6,15,20,8,22,6,17,10,7,5,10
"8",5,5,19,7,19,14,6,9,4,17,16,18,17,5,18,7,6,15,7,19,5,19,4
"9",19,9,7,8,5,9,8,17,19,9,22,14,19,19,9,20,5,5,6,17,6,4,21
"10",22,23,9,23,24,3,11,10,11,16,11,23,9,11,12,23,14,14,3,16,23,2,2
"11",23,17,2,11,15,23,1,1,2,6,14,10,23,12,19,14,13,2,10,14,21,23,17
"12",15,4,18,22,11,4,9,4,14,4,8,8,21,3,21,19,21,18,15,21,10,7,16
"13",13,24,8,15,3,10,16,3,13,15,23,3,22,8,23,10,7,7,24,3,11,15,3
"14",18,6,21,6,7,5,15,16,5,7,4,15,10,21,17,16,16,10,22,5,20,20,5
"15",9,16,23,10,21,15,20,20,10,10,3,2,18,10,4,21,20,3,8,22,14,11,6
"16",16,18,17,19,6,19,19,7,17,8,15,6,3,20,7,9,17,20,4,15,4,21,7
"17",14,2,1,2,1,11,24,23,9,23,12,12,1,1,11,24,9,23,11,13,13,18,12
"18",3,15,3,14,10,12,4,15,12,2,2,22,2,2,14,13,19,12,2,2,3,13,24
"19",10,19,20,5,8,16,10,5,22,18,6,9,8,4,8,3,10,8,9,4,19,3,18
"20",11,12,24,12,2,2,2,14,1,14,20,1,12,13,13,2,23,24,19,11,2,1,13
"21",24,3,16,13,23,1,23,13,23,1,13,11,15,14,2,5,2,11,1,1,12,14,14
"22",12,13,12,1,12,13,13,12,24,24,24,24,24,24,1,12,24,13,13,24,24,24,11
"23",2,20,11,3,14,7,22,2,3,11,10,16,11,17,5,11,11,22,23,23,8,8,23
"24",1,1,13,24,13,24,12,24,18,13,1,13,13,23,24,1,12,1,12,12,1,12,1
