"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",16,8,8,2,1,16,1,9,1,9,16
"2",4,10,6,14,14,10,15,3,2,10,3
"3",3,5,11,5,7,3,5,7,6,14,2
"4",12,2,2,13,12,2,11,8,7,8,15
"5",9,16,7,8,2,1,16,16,9,2,1
"6",5,9,14,4,16,4,13,10,14,5,12
"7",15,4,16,9,9,8,14,15,3,16,9
"8",11,12,12,6,11,15,10,5,5,3,7
"9",14,7,15,15,3,6,7,4,11,6,5
"10",2,15,13,16,6,13,9,13,8,11,14
"11",6,11,3,11,5,7,4,11,4,4,10
"12",13,14,4,3,15,9,6,12,10,13,6
"13",1,1,1,1,8,11,8,1,16,1,8
"14",10,13,9,12,10,5,2,2,15,15,13
"15",8,6,5,7,4,12,12,6,12,12,11
"16",7,3,10,10,13,14,3,14,13,7,4
