"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",20,25,19,21,10,24,13,20,6,8,5,26,22,9,11,9,24,7,11
"2",18,8,14,12,16,4,7,19,9,11,28,19,21,7,20,28,2,27,26
"3",2,16,29,7,7,8,2,15,14,14,14,22,29,1,29,3,15,3,4
"4",12,1,2,15,22,2,1,29,1,15,2,12,5,17,19,8,29,11,14
"5",24,6,10,27,26,11,10,24,16,5,13,5,24,22,22,18,11,6,7
"6",19,22,6,8,19,7,22,9,19,6,22,10,4,5,12,24,19,4,12
"7",1,15,1,29,29,15,15,1,28,12,29,29,19,14,10,27,23,14,1
"8",23,13,5,20,5,18,6,26,13,25,19,14,13,2,2,21,28,22,9
"9",16,29,4,14,1,19,29,16,29,9,18,1,25,29,16,1,3,18,15
"10",15,28,26,2,27,13,21,25,2,28,21,27,15,12,26,17,13,29,13
"11",11,5,27,16,14,6,14,5,27,27,9,8,23,6,9,12,9,21,10
"12",4,21,16,9,25,27,8,22,18,26,26,11,28,23,13,10,21,20,18
"13",27,20,17,18,28,14,17,2,17,2,3,18,9,3,28,6,4,19,19
"14",5,23,7,5,6,16,9,7,7,22,6,6,17,13,21,22,6,9,20
"15",10,11,8,4,9,12,23,27,20,7,8,21,18,20,7,7,18,24,24
"16",7,26,13,24,18,5,25,17,15,24,1,17,14,27,5,15,1,1,2
"17",14,17,11,28,24,22,12,14,4,19,11,4,2,4,6,2,16,28,28
"18",3,14,28,26,12,26,28,28,11,4,20,9,7,10,14,16,5,13,25
"19",26,19,23,25,8,3,27,3,3,17,12,15,27,21,17,23,20,25,17
"20",17,10,22,23,4,9,18,18,25,23,27,7,10,16,23,4,22,5,21
"21",28,2,15,3,2,29,20,21,22,21,7,16,1,11,15,29,12,16,3
"22",21,18,25,13,20,17,3,23,26,18,10,24,8,24,8,25,8,8,22
"23",9,3,12,19,21,21,26,10,21,20,17,23,26,8,27,19,26,10,23
"24",13,24,9,22,11,25,5,6,24,13,23,20,6,19,24,13,10,26,5
"25",8,12,24,10,17,23,19,13,12,10,4,3,11,25,25,26,25,23,8
"26",25,7,3,11,13,28,16,4,10,29,16,28,12,28,18,11,17,2,27
"27",22,9,21,6,23,20,24,8,8,16,24,13,20,18,3,5,7,12,6
"28",29,27,20,1,15,1,4,12,23,1,15,2,16,15,1,14,27,15,29
"29",6,4,18,17,3,10,11,11,5,3,25,25,3,26,4,20,14,17,16
