"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,20,21,16,10,11,21,16,18,15,20,10
"2",10,1,16,20,7,5,10,1,21,1,12,6
"3",11,7,3,15,18,13,7,14,12,6,19,4
"4",4,21,13,11,20,15,1,3,11,2,1,20
"5",2,11,7,19,1,21,17,6,13,10,7,2
"6",18,19,6,18,9,2,4,12,4,7,4,11
"7",16,10,20,7,19,3,19,8,15,5,10,12
"8",17,2,9,12,14,17,13,10,17,19,3,8
"9",12,6,2,3,8,12,20,2,6,14,2,13
"10",15,16,11,10,3,16,18,20,5,3,16,7
"11",19,14,10,4,13,9,2,4,19,11,17,1
"12",1,4,8,6,21,1,6,21,8,17,14,9
"13",5,5,12,13,12,7,16,9,3,8,15,16
"14",6,13,5,5,11,18,9,17,20,4,8,15
"15",8,17,15,2,16,6,14,15,9,12,5,5
"16",14,8,14,14,2,8,5,19,16,13,6,17
"17",13,15,17,17,15,19,8,5,7,16,13,14
"18",20,3,18,1,5,20,11,13,10,9,21,19
"19",9,18,4,9,4,4,12,7,14,18,18,18
"20",21,12,1,21,17,10,15,18,1,21,11,21
"21",7,9,19,8,6,14,3,11,2,20,9,3
