"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",10,7,20,28,1,25,27,19,12
"2",30,13,1,30,25,16,12,12,1
"3",23,16,22,11,5,12,10,20,5
"4",22,9,4,19,29,21,23,25,19
"5",21,2,21,16,13,17,3,10,21
"6",2,19,3,3,6,23,4,16,18
"7",4,8,12,10,30,6,6,2,26
"8",24,21,24,24,19,22,30,1,8
"9",20,28,14,26,27,11,17,17,24
"10",11,5,10,23,20,10,9,29,16
"11",6,14,13,17,9,19,16,23,10
"12",25,3,5,5,18,5,14,18,9
"13",19,6,15,4,11,26,18,3,2
"14",5,4,27,25,7,14,24,7,28
"15",1,1,25,14,26,30,19,28,7
"16",3,23,17,20,16,8,22,14,4
"17",9,15,23,6,24,2,21,11,20
"18",28,25,29,18,2,7,15,4,17
"19",14,11,28,12,17,24,13,15,25
"20",15,10,8,22,4,1,2,9,6
"21",7,24,6,27,15,28,11,5,22
"22",12,27,2,15,12,3,29,21,30
"23",29,12,18,1,14,9,28,27,23
"24",13,26,19,2,28,20,8,8,11
"25",18,20,26,29,10,4,7,26,14
"26",27,18,16,21,23,27,5,22,29
"27",16,22,9,7,3,18,20,30,27
"28",8,29,30,8,21,15,1,24,3
"29",26,30,11,9,8,29,25,13,15
"30",17,17,7,13,22,13,26,6,13
