"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",13,18,21,5,15,17,17,15,11,13,2,4
"2",11,17,5,7,3,5,3,4,16,22,3,13
"3",19,19,1,23,9,15,12,11,21,18,21,18
"4",2,14,23,16,7,10,7,14,3,1,1,19
"5",18,12,17,8,12,6,16,2,4,17,12,21
"6",16,13,6,19,17,8,9,8,14,4,13,3
"7",12,1,20,20,23,23,2,1,12,10,23,23
"8",14,2,9,15,14,3,14,19,23,7,4,16
"9",3,15,12,10,13,21,18,3,20,2,20,8
"10",23,20,13,4,19,1,1,12,1,6,16,11
"11",10,5,15,6,4,14,13,9,10,5,17,15
"12",8,8,2,3,11,7,8,22,6,11,22,7
"13",17,22,18,12,5,13,5,23,19,8,11,6
"14",6,21,3,13,21,12,20,6,7,9,8,17
"15",20,7,22,14,20,9,19,18,15,23,19,12
"16",4,23,10,18,2,4,15,17,9,16,18,1
"17",1,4,16,2,22,11,11,7,22,19,6,2
"18",21,6,11,17,10,18,6,5,8,14,5,9
"19",15,3,4,11,6,22,23,13,2,20,14,5
"20",22,11,7,1,1,19,21,21,13,3,7,22
"21",9,16,14,21,18,20,10,20,5,21,10,14
"22",5,9,8,9,16,16,4,16,17,15,15,20
"23",7,10,19,22,8,2,22,10,18,12,9,10
