"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",11,2,7,18,2,16,9,22,18,22,14,13,14,3,8
"2",5,3,19,13,10,8,7,10,17,15,2,12,1,22,22
"3",20,8,4,8,9,10,3,8,8,19,7,5,10,6,13
"4",14,21,18,3,17,14,8,13,4,16,16,6,15,21,7
"5",12,20,20,14,13,4,17,4,21,3,9,7,8,4,9
"6",22,12,16,22,22,13,22,17,19,17,20,10,3,7,15
"7",8,14,11,7,16,3,2,20,23,21,12,22,7,19,16
"8",4,11,17,15,19,21,4,16,6,5,4,19,16,5,11
"9",13,4,22,4,3,2,13,15,7,9,21,17,9,9,17
"10",19,16,2,11,1,23,23,14,1,2,11,11,12,23,21
"11",6,22,12,6,7,15,19,19,16,10,5,4,18,8,19
"12",2,13,9,2,4,17,5,5,14,4,22,9,5,16,10
"13",9,17,5,9,12,19,18,11,9,14,19,20,2,2,2
"14",18,18,6,16,18,5,6,6,15,11,18,15,17,10,20
"15",10,5,10,17,20,20,14,2,3,13,10,3,6,14,18
"16",15,15,21,21,5,18,15,7,13,18,6,21,20,18,14
"17",16,6,8,5,21,11,20,9,20,7,3,18,13,17,6
"18",3,10,15,10,6,6,21,3,2,20,15,14,19,11,5
"19",21,19,13,19,8,9,10,21,5,8,8,16,4,15,4
"20",7,7,3,20,14,7,16,18,10,6,17,8,21,20,12
"21",17,9,23,12,11,22,1,23,22,12,23,2,22,13,3
"22",1,23,1,23,23,1,12,12,12,23,1,1,11,12,1
"23",23,1,14,1,15,12,11,1,11,1,13,23,23,1,23
